correspondence_id,historical_record_id,historical_form_diplomatic,historical_matched_component,historical_printed_page,historical_graphic_key,modern_record_id,modern_headword,modern_matched_component,modern_graphic_key,modern_classification,modern_translation_raw,modern_source_code,edit_distance,similarity,relation_type,candidate_status,modern_commit,human_reviewed,review_decision
RHD-PCORR-000099,RHD-S1809-02022,Muhé,Muhé,361,muhe,RD-001404,Muné,Muné,mune,Vt,Sembrar frijol,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000100,RHD-S1809-02023,Mujá,Mujá,361,muja,RD-001248,"Majá, majahuá",Majá,maja,Vi,Tener miedo,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000101,RHD-S1809-02023,Mujá,Mujá,361,muja,RD-001401,Mujé,Mujé,muje,Pron,"Tú, usted",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000102,RHD-S1809-02023,Mujá,Mujá,361,muja,RD-001403,Muná,Muná,muna,Vi,Subir (de tierra baja),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000103,RHD-S1809-02027,Mukí,Mukí,361,muki,RD-001405,Muní,Muní,muni,S,Frijol,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000104,RHD-S1809-02027,Mukí,Mukí,361,muki,RD-001420,Musí,Musí,musi,S,"Tipo de pez negro, bargón",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000105,RHD-S1809-02029,Muki,Muki,361,muki,RD-001405,Muní,Muní,muni,S,Frijol,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000106,RHD-S1809-02029,Muki,Muki,361,muki,RD-001420,Musí,Musí,musi,S,"Tipo de pez negro, bargón",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000107,RHD-S1809-02042,Muni,Muni,361,muni,RD-001258,Maní,Maní,mani,Vi,Contener un líquido,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000108,RHD-S1809-02042,Muni,Muni,361,muni,RD-001403,Muná,Muná,muna,Vi,Subir (de tierra baja),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000109,RHD-S1809-02042,Muni,Muni,361,muni,RD-001404,Muné,Muné,mune,Vt,Sembrar frijol,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000110,RHD-S1809-02043,Múra,Múra,361,mura,RD-001268,Mará,Mará,mara,S,Hija (habla del padre),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000111,RHD-S1809-02043,Múra,Múra,361,mura,RD-001298,Mera,Mera,mera,Vt,Corretear los animales,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000112,RHD-S1809-02043,Múra,Múra,361,mura,RD-001403,Muná,Muná,muna,Vi,Subir (de tierra baja),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000113,RHD-S1809-02044,Múla,Múla,361,mula,RD-001403,Muná,Muná,muna,Vi,Subir (de tierra baja),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000114,RHD-S1809-02044,Múla,Múla,361,mula,RD-001408,Murá,Murá,mura,S,Espiga,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000115,RHD-S1809-02044,Múla,Múla,361,mula,RD-001427,Muyá,Muyá,muya,Vi,"Pudrirse (maíz, trapo mojado, cosa enterrada, madera)",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000116,RHD-S1809-02045,Musí,Musí,361,musi,RD-001281,‘Masi,‘Masi,masi,Vi,Huir,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000117,RHD-S1809-02045,Musí,Musí,361,musi,RD-001320,"Míisi, misi",misi,misi,S esp,Gato,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000118,RHD-S1809-02045,Musí,Musí,361,musi,RD-001373,Mosí,Mosí,mosi,Vt,Desmenuzar (entre las manos),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000119,RHD-S1809-02061,Naguá,Naguá,362,nagua,RD-001461,‘Nagá,‘Nagá,naga,,Mirando,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000120,RHD-S1809-02061,Naguá,Naguá,362,nagua,RD-001462,Nahuá,Nahuá,nahua,Vi sing,Llegar,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000121,RHD-S1809-02061,Naguá,Naguá,362,nagua,RD-001463,Nahuá,Nahuá,nahua,S,Raíz,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000122,RHD-S1809-02066,Najási,Najási,362,najasi,RD-001529,Narasi,Narasi,narasi,S,Naranja,SRC-02,1,0.8333,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000123,RHD-S1809-02079,Napá,Napá,362,napa,RD-001432,Náapa,Náapa,naapa,Vt,Alcanzar,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000124,RHD-S1809-02079,Napá,Napá,362,napa,RD-001506,Napéa,Napéa,napea,Adv,"También, con, juntos",SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000125,RHD-S1809-02079,Napá,Napá,362,napa,RD-001437,‘Naca,‘Naca,naca,Adv,"De lejos, de un lado",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000126,RHD-S1809-02082,Napé,Napé,362,nape,RD-001506,Napéa,Napéa,napea,Adv,"También, con, juntos",SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000127,RHD-S1809-02082,Napé,Napé,362,nape,RD-001436,‘Nabé,‘Nabé,nabe,Adv,Poco más allá,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000128,RHD-S1809-02082,Napé,Napé,362,nape,RD-001489,Nané,Nané,nane,Vi,Sonar mucho,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000129,RHD-S1809-02091,Nassípasic,Nassípasic,362,nassipasic,RD-001544,Nasipasí,Nasipasí,nasipasi,S,Miércoles,SRC-02,2,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000130,RHD-S1809-02092,Nateguí,Nateguí,362,nategui,RD-001563,"Natiguí, nateguí",Natiguí,natigui,Vi,"Valer, costar",SRC-02,1,0.8571,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000131,RHD-S1809-02093,Natépa,Natépa,362,natepa,RD-001531,Narepa,Narepa,narepa,Vt,"Saludar (con la mano, tocando el hombro)",SRC-02,1,0.8333,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000132,RHD-S1809-02093,Natépa,Natépa,362,natepa,RD-001559,Nateta,Nateta,nateta,Vt,Pagar,SRC-02,1,0.8333,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000133,RHD-S1809-02107,Nené,Nené,362,nene,RD-001489,Nané,Nané,nane,Vi,Sonar mucho,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000134,RHD-S1809-02107,Nené,Nené,362,nene,RD-001583,‘Nena,‘Nena,nena,Vi,Estar mirando,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000135,RHD-S1809-02107,Nené,Nené,362,nene,RD-001584,‘Neni,‘Neni,neni,Vi,Mirar,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000136,RHD-S1809-02108,Néóca,Néóca,362,neoca,RD-001647,Nocá,Nocá,noca,Vi,Moverse,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000137,RHD-S1809-02115,Nipí,Nipí,362,nipi,RD-001587,Nepi,Nepi,nepi,Adv,Muchísimo,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000138,RHD-S1809-02115,Nipí,Nipí,362,nipi,RD-001611,Nijí,Nijí,niji,Vt,"Dar, entregar, obsequiar",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000139,RHD-S1809-02115,Nipí,Nipí,362,nipi,RD-001620,Nimí,Nimí,nimi,Pron,Yo a ti,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000140,RHD-S1809-02120,Nokí,Nokí,362,noki,RD-001677,Norí,Norí,nori,S,Nube,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000141,RHD-S1809-02120,Nokí,Nokí,362,noki,RD-001678,Norí,Norí,nori,S,Vuelta,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000142,RHD-S1809-02121,Nolá,Nolá,362,nola,RD-001647,Nocá,Nocá,noca,Vi,Moverse,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000143,RHD-S1809-02121,Nolá,Nolá,362,nola,RD-001670,‘Nora,‘Nora,nora,Vt,Traer,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000144,RHD-S1809-02122,Nolé,Nolé,362,nole,RD-001672,Noré,Noré,nore,Vt,Rodear,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000145,RHD-S1809-02122,Nolé,Nolé,362,nole,RD-001673,Noré,Noré,nore,Vi,Estar nublado,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000146,RHD-S1809-02129,Nulá,Nulá,363,nula,RD-001688,Nurá,Nurá,nura,Vi,"Mandar, ordenar",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000147,RHD-S1809-02151,Báca,Báca,363,baca,RD-000137,Bacha,Bacha,bacha,Adv,"Primeramente, adelante, enfrente",SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000148,RHD-S1809-02151,Báca,Báca,363,baca,RD-000138,Bachá,Bachá,bacha,Vipl,"Meter (a la cárcel), poner (adentro)",SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000149,RHD-S1809-02151,Báca,Báca,363,baca,RD-000133,Bacó,Bacó,baco,Vi,Ponerse amarillo (las matas de maíz por haber llovido),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000150,RHD-S1809-02165,Peré,Peré,363,pere,RD-001830,Pera,Pera,pera,,1. vt Poner (carona a la bestia) 2. s Carona,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000151,RHD-S1809-02165,Peré,Peré,363,pere,RD-001831,Perí,Perí,peri,S,Petate,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000152,RHD-S1809-02165,Peré,Peré,363,pere,RD-001844,Piré,Piré,pire,Vi pl,"Vivir, morar, habitar",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000153,RHD-S1809-02179,Piri?,Piri,364,piri,RD-001831,Perí,Perí,peri,S,Petate,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000154,RHD-S1809-02179,Piri?,Piri,364,piri,RD-001844,Piré,Piré,pire,Vi pl,"Vivir, morar, habitar",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000155,RHD-S1809-02203,Pugué,Pugué,364,pugue,RD-001806,Pagué,Pagué,pague,Vt,Remojar,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000156,RHD-S1809-02217,Rachá,Rachá,364,racha,RD-001899,Racá,Racá,raca,S,Semilla,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000157,RHD-S1809-02217,Rachá,Rachá,364,racha,RD-001904,Rachí,Rachí,rachi,Vi,Aplastarse,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000158,RHD-S1809-02217,Rachá,Rachá,364,racha,RD-002120,Rochá,Rochá,rocha,S,Lagartija negra,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000159,RHD-S1809-02219,Raché,Raché,364,rache,RD-001904,Rachí,Rachí,rachi,Vi,Aplastarse,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000160,RHD-S1809-02222,Rachó,Rachó,364,racho,RD-001901,Racó,Racó,raco,S,Lirio colorado,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000161,RHD-S1809-02222,Rachó,Rachó,364,racho,RD-001902,Racó,Racó,raco,Vt,"Llevar (en un trapo), envolver",SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000162,RHD-S1809-02222,Rachó,Rachó,364,racho,RD-001904,Rachí,Rachí,rachi,Vi,Aplastarse,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000163,RHD-S1809-02228,Raná,Raná,364,rana,RD-001899,Racá,Racá,raca,S,Semilla,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000164,RHD-S1809-02228,Raná,Raná,364,rana,RD-001920,Rajá,Rajá,raja,Vi,"Alumbrar, arder, quemar",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000165,RHD-S1809-02228,Raná,Raná,364,rana,RD-001935,Rané,Rané,rane,vi,Tener hijo,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000166,RHD-S1809-02229,"Ráje, oder táje",Ráje,364,raje,RD-001920,Rajá,Rajá,raja,Vi,"Alumbrar, arder, quemar",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000167,RHD-S1809-02229,"Ráje, oder táje",Ráje,364,raje,RD-001929,Ramé,Ramé,rame,S,Diente,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000168,RHD-S1809-02229,"Ráje, oder táje",Ráje,364,raje,RD-001935,Rané,Rané,rane,vi,Tener hijo,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000169,RHD-S1809-02229,"Ráje, oder táje",táje,364,taje,RD-002441,Tabé,Tabé,tabe,Adj,Más chiquito,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000170,RHD-S1809-02232,Rauguí,Rauguí,364,raugui,RD-001968,Rasuguí,Rasuguí,rasugui,S,Fibra de maguey,SRC-02,1,0.8571,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000171,RHD-S1809-02233,Rhaná,Rhaná,364,rhana,RD-001932,Raná,Raná,rana,,1. vt Parir 2. s Hijo,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000172,RHD-S1809-02248,Róco,Róco,365,roco,RD-001901,Racó,Racó,raco,S,Lirio colorado,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000173,RHD-S1809-02248,Róco,Róco,365,roco,RD-001902,Racó,Racó,raco,Vt,"Llevar (en un trapo), envolver",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000174,RHD-S1809-02248,Róco,Róco,365,roco,RD-002152,Romó,Romó,romo,S,Invierno,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000175,RHD-S1809-02249,Roguí,Roguí,365,rogui,RD-002133,Rohuí,Rohuí,rohui,S,Conejo,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000176,RHD-S1809-02249,Roguí,Roguí,365,rogui,RD-002146,Rojuí,Rojuí,rojui,S,Bellota,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000177,RHD-S1809-02250,Ropá,Ropá,365,ropa,RD-001939,Rapá,Rapá,rapa,Vi,"Rajarse, partirse",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000178,RHD-S1809-02250,Ropá,Ropá,365,ropa,RD-002057,Ripá,Ripá,ripa,Adv,Arriba,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000179,RHD-S1809-02250,Ropá,Ropá,365,ropa,RD-002058,Ripá,Ripá,ripa,Vt,Rascar,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000180,RHD-S1809-02253,Rúje,Rúje,365,ruje,RD-001923,Rajé,Rajé,raje,Vt,Encender ocote (para alumbrar),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000181,RHD-S1809-02253,Rúje,Rúje,365,ruje,RD-002022,Rijé,Rijé,rije,S,Granizo,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000182,RHD-S1809-02253,Rúje,Rúje,365,ruje,RD-002211,Ruyé,Ruyé,ruye,Vt,"Avisar, aconsejar, informar",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000183,RHD-S1809-02254,Saaté,Saaté,365,saate,RD-002213,Sáata,Sáata,saata,Vi,Seguir olfateando,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000184,RHD-S1809-02254,Saaté,Saaté,365,saate,RD-002214,Sáata,Sáata,saata,Vi,Hacer brasas,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000185,RHD-S1809-02254,Saaté,Saaté,365,saate,RD-002253,Saté,Saté,sate,S,Arena,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000186,RHD-S1809-02259,Sapáca,Sapáca,365,sapaca,RD-002240,Sapará,Sapará,sapara,Vi,Engordarse,SRC-02,1,0.8333,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000187,RHD-S1809-02260,Sapála,Sapála,365,sapala,RD-002240,Sapará,Sapará,sapara,Vi,Engordarse,SRC-02,1,0.8333,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000188,RHD-S1809-02273,Seguí,Seguí,365,segui,RD-002372,Soguí,Soguí,sogui,Adv,Casi,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000189,RHD-S1809-02273,Seguí,Seguí,365,segui,RD-002403,Suguí,Suguí,sugui,S,Tesgüino,SRC-02,1,0.8,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000190,RHD-S1809-02276,Senú,Senú,365,senu,RD-002418,Sunú,Sunú,sunu,S,Maíz,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000191,RHD-S1809-02278,Sevá,Sevá,365,seva,RD-002263,Seba,Seba,seba,Vt,"1. Alcanzar, llegar 2. Lograr 3. Llegar a ser",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000192,RHD-S1809-02282,Siká,Siká,365,sika,RD-002274,Sicá,Sicá,sica,Vt,Trasquilar,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000193,RHD-S1809-02282,Siká,Siká,365,sika,RD-002275,Sicá,Sicá,sica,Vt,Brazo,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000194,RHD-S1809-02282,Siká,Siká,365,sika,RD-002296,Simá,Simá,sima,Vi pl,Irse,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000195,RHD-S1809-02284,Simi,Simi,365,simi,RD-002296,Simá,Simá,sima,Vi pl,Irse,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000196,RHD-S1809-02284,Simi,Simi,365,simi,RD-002299,Simé,Simé,sime,Vt,Tocar (instrumento musical),SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000197,RHD-S1809-02284,Simi,Simi,365,simi,RD-002323,Sipí,Sipí,sipi,Vi,"Enfriarse (p. ej.: comida, agua)",SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000198,RHD-S1809-02286,Simigó,Simigó,365,simigo,RD-002303,Simigá,Simigá,simiga,,¡Vaya!,SRC-02,1,0.8333,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000199,RHD-S1809-02287,"Sini, oder Schine",Sini,365,sini,RD-002301,Simí,Simí,simi,Vi sg,Irse,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000200,RHD-S1809-02287,"Sini, oder Schine",Sini,365,sini,RD-002302,Simí,Simí,simi,Vi sg,Caminar,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
RHD-PCORR-000201,RHD-S1809-02287,"Sini, oder Schine",Sini,365,sini,RD-002308,Siná,Siná,sina,Vi sg,Gritar,SRC-02,1,0.75,probable_graphic_correspondence,machine_candidate,156921f4edfe27d784edc1e6444867eaa368f2e5,false,not_assessed
