attestation_id,de_rar_record_id,de_rar_headword_diplomatic,de_rar_printed_page,rar_de_record_id,rar_de_component_index,rar_de_form_diplomatic,rar_de_german_gloss_local,rar_de_printed_page,graphic_key,short_form_warning,reciprocal_german_support,reciprocal_support_type,human_reviewed
RHD-IATT-000872,RHD-S1809-01482,Vier,348,RHD-S1809-00051,1,Pamivalíki,Jahr,363,pamivaliki,False,False,none,False
RHD-IATT-000873,RHD-S1809-01482,Vier,348,RHD-S1809-02096,1,Naguóco,Vier,362,naguoco,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000874,RHD-S1809-01486,Vierteljährig,349,RHD-S1809-01663,1,Baicá,Drey,354,baica,False,False,none,False
RHD-IATT-000875,RHD-S1809-01487,Vierter,349,RHD-S1809-02097,1,Navóaje,Vierter,362,navoaje,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000876,RHD-S1809-01488,Vierzehn,349,RHD-S1809-01652,1,Amoba,Mehr,353,amoba,False,False,none,False
RHD-IATT-000877,RHD-S1809-01488,Vierzehn,349,RHD-S1809-01826,1,Guaminá,Weiter fort,357,guamina,False,False,none,False
RHD-IATT-000878,RHD-S1809-01488,Vierzehn,349,RHD-S1809-02096,1,Naguóco,Vier,362,naguoco,False,False,none,False
RHD-IATT-000879,RHD-S1809-01489,Vierzehnmal,349,RHD-S1809-01652,1,Amoba,Mehr,353,amoba,False,False,none,False
RHD-IATT-000880,RHD-S1809-01489,Vierzehnmal,349,RHD-S1809-02096,1,Naguóco,Vier,362,naguoco,False,False,none,False
RHD-IATT-000881,RHD-S1809-01492,Vogel,349,RHD-S1809-01800,1,Galándria,s,356,galandria,False,False,none,False
RHD-IATT-000882,RHD-S1809-01496,Voll,349,RHD-S1809-02062,1,Naguábahí,Sich voll trinken,362,naguabahi,False,True,german_headword_gloss_containment,False
RHD-IATT-000883,RHD-S1809-01497,Vollenden,349,RHD-S1809-01704,1,Cajena,"Vollenden, verfertigen, ausmachen",355,cajena,False,True,german_headword_gloss_containment,False
RHD-IATT-000884,RHD-S1809-01499,Vor,349,RHD-S1809-01680,1,Batáni,In Gegenwart,354,batani,False,False,none,False
RHD-IATT-000885,RHD-S1809-01499,Vor,349,RHD-S1809-01855,1,Guiki,Annehmen,357,guiki,False,False,none,False
RHD-IATT-000886,RHD-S1809-01500,Vorangehen,349,RHD-S1809-02284,1,Simi,Gehen,365,simi,False,False,none,False
RHD-IATT-000887,RHD-S1809-01503,Vorgeſtern,349,RHD-S1809-01828,1,Guanoguí,Vorgestern,357,guanogui,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000888,RHD-S1809-01504,Vorkommen,349,RHD-S1809-02061,1,Naguá,Kommen,362,nagua,False,False,none,False
RHD-IATT-000889,RHD-S1809-01505,Vorlängst,349,RHD-S1809-01969,1,Kiaca,Vor Zeiten,359,kiaca,False,False,none,False
RHD-IATT-000890,RHD-S1809-01506,Vorſchicken,349,RHD-S1809-01901,1,Hulá,"Schicken, senden",358,hula,False,False,none,False
RHD-IATT-000891,RHD-S1809-01508,Wachen,349,RHD-S1809-02110,1,Neſſé,Bewahren,362,nesse,False,False,none,False
RHD-IATT-000892,RHD-S1809-01509,Wächter,349,RHD-S1809-02111,1,Neſſéameke,Hüter,362,nesseameke,False,False,none,False
RHD-IATT-000893,RHD-S1809-01510,Wachtel,349,RHD-S1809-02460,1,Tselé,Tag,368,tsele,False,False,none,False
RHD-IATT-000894,RHD-S1809-01512,Wahnſinnig ſeyn,349,RHD-S1809-01995,1,Loguí,Rasen,360,logui,False,False,none,False
RHD-IATT-000895,RHD-S1809-01513,Wahrhaftig,349,RHD-S1809-01853,1,Guéva,"Fürwahr, s",357,gueva,False,False,none,False
RHD-IATT-000896,RHD-S1809-01515,Für wahr halten,349,RHD-S1809-02186,1,Pitſchigé,"Glauben, für wahr halten",364,pitschige,False,True,german_headword_gloss_containment,False
RHD-IATT-000897,RHD-S1809-01517,Wandern,349,RHD-S1809-02284,1,Simi,Gehen,365,simi,False,False,none,False
RHD-IATT-000898,RHD-S1809-01520,Warten,350,RHD-S1809-02203,1,Pugué,Warten,364,pugue,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000899,RHD-S1809-01520,Warten,350,RHD-S1809-02482,1,Uilí,Stehen bleiben,368,uili,False,False,none,False
RHD-IATT-000900,RHD-S1809-01523,Waſſer,350,RHD-S1809-00055,1,Pauguiki,Waſſer,363,pauguiki,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000901,RHD-S1809-01523,Waſſer,350,RHD-S1809-02149,1,Pabáhi,Schöpfen,363,pabahi,False,False,none,False
RHD-IATT-000902,RHD-S1809-01525,Weben,350,RHD-S1809-01958,1,Kemáraje,Weben,359,kemaraje,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000903,RHD-S1809-01527,Weder,350,RHD-S1809-02402,1,Tſchigó,Noch,367,tschigo,False,False,none,False
RHD-IATT-000904,RHD-S1809-01528,Weg,350,RHD-S1809-02199,1,Poveke,"Steig, gebahnter Weg",364,poveke,False,False,none,False
RHD-IATT-000905,RHD-S1809-01529,Wegen,350,RHD-S1809-02229,1,Ráje,"oder táje, s",364,raje,False,False,none,False
RHD-IATT-000906,RHD-S1809-01529,Wegen,350,RHD-S1809-02229,2,táje,"oder táje, s",364,taje,False,False,none,False
RHD-IATT-000907,RHD-S1809-01529,Wegen,350,RHD-S1809-02316,1,Táje,"oder ráje, ſ",366,taje,False,False,none,False
RHD-IATT-000908,RHD-S1809-01530,Wegnehmen,350,RHD-S1809-01933,1,Itschiguá,Stehlen,359,itschigua,False,False,none,False
RHD-IATT-000909,RHD-S1809-01530,Wegnehmen,350,RHD-S1809-02416,1,Tschapi,Nehmen,367,tschapi,False,False,none,False
RHD-IATT-000910,RHD-S1809-01531,Weich ſeyn,350,RHD-S1809-01998,1,Lomísimí,Es wird weich,360,lomisimi,False,False,none,False
RHD-IATT-000911,RHD-S1809-01534,Weib,350,RHD-S1809-01843,1,Guelámeke,altes Weib,357,guelameke,False,True,german_headword_gloss_containment,False
RHD-IATT-000912,RHD-S1809-01534,Weib,350,RHD-S1809-02027,1,Mukí,Weibsbild,361,muki,False,False,none,False
RHD-IATT-000913,RHD-S1809-01534,Weib,350,RHD-S1809-02029,1,Muki,"guguéke, Jungfrau",361,muki,False,False,none,False
RHD-IATT-000914,RHD-S1809-01534,Weib,350,RHD-S1809-02491,1,Upi,Eheweib,368,upi,True,False,none,False
RHD-IATT-000915,RHD-S1809-01536,Weihrauch,350,RHD-S1809-02015,1,Molé,Weihrauch,361,mole,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000916,RHD-S1809-01536,Weihrauch,350,RHD-S1809-02016,1,Moléké,Weihrauch,361,moleke,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000917,RHD-S1809-01537,Weinen,350,RHD-S1809-02072,1,Nalagá,Weinen,362,nalaga,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000918,RHD-S1809-01538,Weiß,350,RHD-S1809-02404,1,Toſácameke,Weiß,367,tosacameke,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000919,RHD-S1809-01539,Weit,350,RHD-S1809-01825,1,Guamí,"Dort, weit, s",357,guami,False,True,german_headword_gloss_containment,False
RHD-IATT-000920,RHD-S1809-01539,Weit,350,RHD-S1809-02010,1,Mechcá,entlegen,361,mechca,False,False,none,False
RHD-IATT-000921,RHD-S1809-01540,Weiter,350,RHD-S1809-01826,1,Guaminá,Weiter fort,357,guamina,False,True,german_headword_gloss_containment,False
RHD-IATT-000922,RHD-S1809-01541,Waizen,350,RHD-S1809-01769,1,Cuviruſi,ſ,356,cuvirusi,False,False,none,False
RHD-IATT-000923,RHD-S1809-01541,Waizen,350,RHD-S1809-01790,1,Eskíate,Ist eine vom türkischen Waizengries dünn eingekochte Suppe,356,eskiate,False,False,none,False
RHD-IATT-000924,RHD-S1809-01541,Waizen,350,RHD-S1809-01976,1,Kiolíki,Gekochte dünne Suppe von türkischem Weitzengries,360,kioliki,False,False,none,False
RHD-IATT-000925,RHD-S1809-01543,Wenig,350,RHD-S1809-01781,1,Ekítschipí,Sehr wenig,356,ekitschipi,False,True,german_headword_gloss_containment,False
RHD-IATT-000926,RHD-S1809-01543,Wenig,350,RHD-S1809-02223,1,Rachpé,Wenig,364,rachpe,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000927,RHD-S1809-01543,Wenig,350,RHD-S1809-02312,1,Tachpé,Wenig,366,tachpe,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000928,RHD-S1809-01544,Werfen,350,RHD-S1809-02412,1,Tschá,Krätze,367,tscha,False,False,none,False
RHD-IATT-000929,RHD-S1809-01546,Widder,350,RHD-S1809-01945,1,Jumarúgameke,Vollkommen,359,jumarugameke,False,False,none,False
RHD-IATT-000930,RHD-S1809-01546,Widder,350,RHD-S1809-02196,1,Pouguáca,"Schaar, Lamm, Schöpſe",364,pouguaca,False,False,none,False
RHD-IATT-000931,RHD-S1809-01548,Wie immer,351,RHD-S1809-01989,1,Lála,So ziemlich,360,lala,False,False,none,False
RHD-IATT-000932,RHD-S1809-01549,Wiederholen,351,RHD-S1809-00046,1,Jolá,Machen,359,jola,False,False,none,False
RHD-IATT-000933,RHD-S1809-01549,Wiederholen,351,RHD-S1809-01902,1,Húli,s,358,huli,False,False,none,False
RHD-IATT-000934,RHD-S1809-01549,Wiederholen,351,RHD-S1809-01903,1,Huli,"Ein anderer, anderes",358,huli,False,False,none,False
RHD-IATT-000935,RHD-S1809-01551,Wind,351,RHD-S1809-01875,1,Heicála,"Luft, Wind",358,heicala,False,True,german_headword_gloss_containment,False
RHD-IATT-000936,RHD-S1809-01557,Wohnen,351,RHD-S1809-01812,1,Gatiki,"oder gatiki, Wohnen, ſich wo befinden, ſeyn, ſ",357,gatiki,False,True,german_headword_gloss_containment,False
RHD-IATT-000937,RHD-S1809-01557,Wohnen,351,RHD-S1809-02020,1,Motschí,Wohnen,361,motschi,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000938,RHD-S1809-01562,Wort,351,RHD-S1809-02109,1,Neogála,"Wort, Rede",362,neogala,False,True,german_headword_gloss_containment,False
RHD-IATT-000939,RHD-S1809-01564,Würfel,351,RHD-S1809-02159,1,Patólle,ſ,363,patolle,False,False,none,False
RHD-IATT-000940,RHD-S1809-01566,Wollen,351,RHD-S1809-00046,1,Jolá,Machen,359,jola,False,False,none,False
RHD-IATT-000941,RHD-S1809-01566,Wollen,351,RHD-S1809-01782,1,Elá,"Verlangen, begehren",356,ela,True,False,none,False
RHD-IATT-000942,RHD-S1809-01566,Wollen,351,RHD-S1809-01921,1,Jelá,Wollen,359,jela,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000943,RHD-S1809-01566,Wollen,351,RHD-S1809-02050,1,Nachkí,Wollen,361,nachki,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000944,RHD-S1809-01567,Wunde,351,RHD-S1809-02414,1,Tscháca,Wunde,367,tschaca,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000945,RHD-S1809-01568,Wünſchen,351,RHD-S1809-01782,1,Elá,"Verlangen, begehren",356,ela,True,False,none,False
RHD-IATT-000946,RHD-S1809-01568,Wünſchen,351,RHD-S1809-02050,1,Nachkí,Wollen,361,nachki,False,False,none,False
RHD-IATT-000947,RHD-S1809-01571,Wurm,351,RHD-S1809-02257,1,Sáiki,Warm,365,saiki,False,False,none,False
RHD-IATT-000948,RHD-S1809-01574,Würzen,351,RHD-S1809-01732,1,Coigua,Würzen,355,coigua,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000949,RHD-S1809-01576,Wüten,351,RHD-S1809-01995,1,Loguí,Rasen,360,logui,False,False,none,False
RHD-IATT-000950,RHD-S1809-01578,Zahl,351,RHD-S1809-02339,1,Taralíki,Zahl,366,taraliki,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000951,RHD-S1809-01579,Zahlbar,351,RHD-S1809-02340,1,Tarálati,Zählbar,366,taralati,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000952,RHD-S1809-01580,Zählen,351,RHD-S1809-02335,1,Tará,Zählen,366,tara,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000953,RHD-S1809-01580,Zählen,351,RHD-S1809-02336,1,Taragameke,Zähler,366,taragameke,False,False,none,False
RHD-IATT-000954,RHD-S1809-01580,Zählen,351,RHD-S1809-02338,1,Tarámela,"Man ſoll, oder muß zählen",366,taramela,False,True,german_headword_gloss_containment,False
RHD-IATT-000955,RHD-S1809-01581,Zahm,351,RHD-S1809-02463,1,Veniruje,Zahm machen,368,veniruje,False,True,german_headword_gloss_containment,False
RHD-IATT-000956,RHD-S1809-01581,Zahm,351,RHD-S1809-02481,1,Veníameke,Zahm,368,veniameke,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000957,RHD-S1809-01582,Zahn,351,RHD-S1809-02227,1,Raméla,Zahn,364,ramela,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000958,RHD-S1809-01585,Zaum,352,RHD-S1809-02378,1,Tenibátſala,Zaum,367,tenibatsala,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000959,RHD-S1809-01586,Zehn,352,RHD-S1809-00051,1,Pamivalíki,Jahr,363,pamivaliki,False,False,none,False
RHD-IATT-000960,RHD-S1809-01590,Zeit,352,RHD-S1809-01969,1,Kiaca,Vor Zeiten,359,kiaca,False,False,none,False
RHD-IATT-000961,RHD-S1809-01594,Zerhauen,352,RHD-S1809-02282,1,Siká,"Hauen, zerſchneiden",365,sika,False,False,none,False
RHD-IATT-000962,RHD-S1809-01594,Zerhauen,352,RHD-S1809-02283,1,Sikirúgameke,Zerhauenes,365,sikirugameke,False,False,none,False
RHD-IATT-000963,RHD-S1809-01598,Zerſchneiden,352,RHD-S1809-02282,1,Siká,"Hauen, zerſchneiden",365,sika,False,True,german_headword_gloss_containment,False
RHD-IATT-000964,RHD-S1809-01600,Zeugen,352,RHD-S1809-02331,1,Taná,"oder raná, Gebähren",366,tana,False,False,none,False
RHD-IATT-000965,RHD-S1809-01606,Ziemlich,352,RHD-S1809-01989,1,Lála,So ziemlich,360,lala,False,True,german_headword_gloss_containment,False
RHD-IATT-000966,RHD-S1809-01608,Zinn,352,RHD-S1809-01849,1,Guenomi,ſ,357,guenomi,False,False,none,False
RHD-IATT-000967,RHD-S1809-01611,Zörnen,352,RHD-S1809-00033,1,Ajónoco,zörnen,353,ajonoco,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000968,RHD-S1809-01612,Zornig,352,RHD-S1809-00032,1,Ajónameke,ein Zorniger,353,ajonameke,False,False,none,False
RHD-IATT-000969,RHD-S1809-01612,Zornig,352,RHD-S1809-01644,1,Ajóruje,zornig machen,353,ajoruje,False,True,german_headword_gloss_containment,False
RHD-IATT-000970,RHD-S1809-01614,Zugehören,352,RHD-S1809-01914,1,Iché,Dieſer,358,iche,False,False,none,False
RHD-IATT-000971,RHD-S1809-01617,Zugleich,352,RHD-S1809-01936,1,Jújega,Mitsammen,359,jujega,False,False,none,False
RHD-IATT-000972,RHD-S1809-01617,Zugleich,352,RHD-S1809-02079,1,Napá,Beysammen,362,napa,False,False,none,False
RHD-IATT-000973,RHD-S1809-01617,Zugleich,352,RHD-S1809-02082,1,Napé,Nebeneinander,362,nape,False,False,none,False
RHD-IATT-000974,RHD-S1809-01621,Zunge,352,RHD-S1809-02379,1,Teníla,Zunge,367,tenila,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000975,RHD-S1809-01622,Zurück,352,RHD-S1809-02061,1,Naguá,Kommen,362,nagua,False,False,none,False
RHD-IATT-000976,RHD-S1809-01622,Zurück,352,RHD-S1809-02284,1,Simi,Gehen,365,simi,False,False,none,False
RHD-IATT-000977,RHD-S1809-01623,Zuſammen,352,RHD-S1809-02079,1,Napá,Beysammen,362,napa,False,False,none,False
RHD-IATT-000978,RHD-S1809-01623,Zuſammen,352,RHD-S1809-02082,1,Napé,Nebeneinander,362,nape,False,False,none,False
RHD-IATT-000979,RHD-S1809-01626,Zuſammengefügt,352,RHD-S1809-02190,1,Potschí,Anfüllen,364,potschi,False,False,none,False
RHD-IATT-000980,RHD-S1809-01627,Zuſammenhauen,352,RHD-S1809-02282,1,Siká,"Hauen, zerſchneiden",365,sika,False,False,none,False
RHD-IATT-000981,RHD-S1809-01628,Zuſammengekoppelt,352,RHD-S1809-01877,1,Hereguguí,Zusammenrotten,358,heregugui,False,False,none,False
RHD-IATT-000982,RHD-S1809-01631,Zuſammenrotten,352,RHD-S1809-01877,1,Hereguguí,Zusammenrotten,358,heregugui,False,True,exact_normalized_german_headword_gloss_match,False
RHD-IATT-000983,RHD-S1809-01632,Zuſammenweben,352,RHD-S1809-01958,1,Kemáraje,Weben,359,kemaraje,False,False,none,False
RHD-IATT-000984,RHD-S1809-01633,Zuſchließen,353,RHD-S1809-01774,1,Eke,"Zumachen, ſperren, ſchließen",356,eke,True,False,none,False
RHD-IATT-000985,RHD-S1809-01635,Zwanzig,353,RHD-S1809-02139,1,Ossá,"oder guossá, Zweymal",363,ossa,False,False,none,False
RHD-IATT-000986,RHD-S1809-01640,Zwirn,353,RHD-S1809-01858,1,Guitſchila,Haut,357,guitschila,False,False,none,False
RHD-IATT-000987,RHD-S1809-01642,Zwölfmal,353,RHD-S1809-01652,1,Amoba,Mehr,353,amoba,False,False,none,False
RHD-IATT-000988,RHD-S1809-01642,Zwölfmal,353,RHD-S1809-01826,1,Guaminá,Weiter fort,357,guamina,False,False,none,False
RHD-IATT-000989,RHD-S1809-01642,Zwölfmal,353,RHD-S1809-02139,1,Ossá,"oder guossá, Zweymal",363,ossa,False,False,none,False
