triage_id,source_candidate_id,de_rar_record_id,de_rar_headword_diplomatic,candidate_span_diplomatic,graphic_key,printed_page,profile_class,machine_signal_confidence,review_priority_tier,profile_log_likelihood_ratio,german_anchor_token_ratio,nearest_rar_de_graphic_key,nearest_rar_de_edit_distance,nearest_rar_de_similarity,human_reviewed,decision
RHD-RTRI-000001,RHD-RSPAN-000309,RHD-S1809-00399,Einöde,Cauguiki,cauguiki,314,strong_raramuri_profile_signal,high_machine_signal,1,3.1461,0.0,cauguliki,1,0.889,False,not_assessed
RHD-RTRI-000002,RHD-RSPAN-001308,RHD-S1809-01516,Wald,Caugúiki,cauguiki,349,strong_raramuri_profile_signal,high_machine_signal,1,3.1461,0.0,cauguliki,1,0.889,False,not_assessed
RHD-RTRI-000003,RHD-RSPAN-001380,RHD-S1809-01575,Wüſte,cauguiki,cauguiki,351,strong_raramuri_profile_signal,high_machine_signal,1,3.1461,0.0,cauguliki,1,0.889,False,not_assessed
RHD-RTRI-000004,RHD-RSPAN-000368,RHD-S1809-00472,Faſttag,Jumaguáliki,jumagualiki,316,strong_raramuri_profile_signal,high_machine_signal,1,3.1215,0.0,jumagaliki,1,0.909,False,not_assessed
RHD-RTRI-000005,RHD-RSPAN-000390,RHD-S1809-00491,Feſttag,Jumaguáliki,jumagualiki,316,strong_raramuri_profile_signal,high_machine_signal,1,3.1215,0.0,jumagaliki,1,0.909,False,not_assessed
RHD-RTRI-000006,RHD-RSPAN-000408,RHD-S1809-00522,Fluß,Paugui,paugui,318,strong_raramuri_profile_signal,high_machine_signal,1,3.0969,0.0,pauguo,1,0.833,False,not_assessed
RHD-RTRI-000007,RHD-RSPAN-000029,RHD-S1809-00024,Alsdann,Guitſoco,guitsoco,302,strong_raramuri_profile_signal,high_machine_signal,1,2.8086,0.0,guitloco,1,0.875,False,not_assessed
RHD-RTRI-000008,RHD-RSPAN-000265,RHD-S1809-00341,Dorn,Soiguala,soiguala,312,strong_raramuri_profile_signal,high_machine_signal,1,2.7787,0.0,siguaca,2,0.75,False,not_assessed
RHD-RTRI-000009,RHD-RSPAN-000995,RHD-S1809-01175,Seil,uíla,uila,340,strong_raramuri_profile_signal,high_machine_signal,1,2.7598,0.0,uili,1,0.75,False,not_assessed
RHD-RTRI-000010,RHD-RSPAN-000683,RHD-S1809-00826,Krank,Cocojameke,cocojameke,327,strong_raramuri_profile_signal,high_machine_signal,1,2.7308,0.0,coajameke,2,0.8,False,not_assessed
RHD-RTRI-000011,RHD-RSPAN-001009,RHD-S1809-01198,Sieh,Cocojámeke,cocojameke,341,strong_raramuri_profile_signal,high_machine_signal,1,2.7308,0.0,coajameke,2,0.8,False,not_assessed
RHD-RTRI-000012,RHD-RSPAN-000651,RHD-S1809-00780,Kehren,Petſiki,petsiki,326,strong_raramuri_profile_signal,high_machine_signal,1,2.7267,0.0,pusiki,2,0.714,False,not_assessed
RHD-RTRI-000013,RHD-RSPAN-000389,RHD-S1809-00490,Feſt,Peguámeké,peguameke,316,strong_raramuri_profile_signal,high_machine_signal,1,2.7012,0.0,peguamecke,1,0.9,False,not_assessed
RHD-RTRI-000014,RHD-RSPAN-000523,RHD-S1809-00662,Hart,Peguämeke,peguameke,323,strong_raramuri_profile_signal,high_machine_signal,1,2.7012,0.0,peguamecke,1,0.9,False,not_assessed
RHD-RTRI-000015,RHD-RSPAN-001212,RHD-S1809-01435,Verhärtet,Peguameke,peguameke,347,strong_raramuri_profile_signal,high_machine_signal,1,2.7012,0.0,peguamecke,1,0.9,False,not_assessed
RHD-RTRI-000016,RHD-RSPAN-000132,RHD-S1809-00194,Bedecken,Polirúgameke,polirugameke,308,strong_raramuri_profile_signal,high_machine_signal,1,2.6955,0.0,parugameke,3,0.75,False,not_assessed
RHD-RTRI-000017,RHD-RSPAN-000241,RHD-S1809-00321,Decken,Polirúgameke,polirugameke,312,strong_raramuri_profile_signal,high_machine_signal,1,2.6955,0.0,parugameke,3,0.75,False,not_assessed
RHD-RTRI-000018,RHD-RSPAN-000491,RHD-S1809-00622,Gieſſen,Comiguá,comigua,322,strong_raramuri_profile_signal,high_machine_signal,1,2.6936,0.0,coigua,1,0.857,False,not_assessed
RHD-RTRI-000019,RHD-RSPAN-000150,RHD-S1809-00213,Beichten,Pigué,pigue,308,strong_raramuri_profile_signal,high_machine_signal,1,2.6864,0.0,pugue,1,0.8,False,not_assessed
RHD-RTRI-000020,RHD-RSPAN-000151,RHD-S1809-00216,Bekennen,Pigué,pigue,308,strong_raramuri_profile_signal,high_machine_signal,1,2.6864,0.0,pugue,1,0.8,False,not_assessed
RHD-RTRI-000021,RHD-RSPAN-000149,RHD-S1809-00212,Beichte,Piguelilá,piguelila,308,strong_raramuri_profile_signal,high_machine_signal,1,2.6819,0.0,pignelila,1,0.889,False,not_assessed
RHD-RTRI-000022,RHD-RSPAN-000152,RHD-S1809-00217,Bekenntniß,Piguelilá,piguelila,308,strong_raramuri_profile_signal,high_machine_signal,1,2.6819,0.0,pignelila,1,0.889,False,not_assessed
RHD-RTRI-000023,RHD-RSPAN-001313,RHD-S1809-01520,Warten,pugueameke,pugueameke,350,strong_raramuri_profile_signal,high_machine_signal,1,2.6567,0.0,pamagueameke,3,0.75,False,not_assessed
RHD-RTRI-000024,RHD-RSPAN-000712,RHD-S1809-00856,Lang,Najá,naja,328,strong_raramuri_profile_signal,high_machine_signal,1,2.6303,0.0,napa,1,0.75,False,not_assessed
RHD-RTRI-000025,RHD-RSPAN-001026,RHD-S1809-01214,Sonſt,naja,naja,342,strong_raramuri_profile_signal,high_machine_signal,1,2.6303,0.0,napa,1,0.75,False,not_assessed
RHD-RTRI-000026,RHD-RSPAN-000401,RHD-S1809-00510,Fleiſch,pepuliki,pepuliki,318,strong_raramuri_profile_signal,high_machine_signal,1,2.6285,0.0,pemoliki,2,0.75,False,not_assessed
RHD-RTRI-000027,RHD-RSPAN-000404,RHD-S1809-00517,Fleiſch,pepuliki,pepuliki,318,strong_raramuri_profile_signal,high_machine_signal,1,2.6285,0.0,pemoliki,2,0.75,False,not_assessed
RHD-RTRI-000028,RHD-RSPAN-000748,RHD-S1809-00894,Lüge,Jejegalíki,jejegaliki,330,strong_raramuri_profile_signal,high_machine_signal,1,2.6284,0.0,jumagaliki,3,0.7,False,not_assessed
RHD-RTRI-000029,RHD-RSPAN-000461,RHD-S1809-00586,Geißeln,Guechpilóco,guechpiloco,320,strong_raramuri_profile_signal,high_machine_signal,1,2.5804,0.0,guechpisoco,1,0.909,False,not_assessed
RHD-RTRI-000030,RHD-RSPAN-001318,RHD-S1809-01524,Wäſſerig,Pauguirugameke,pauguirugameke,350,strong_raramuri_profile_signal,high_machine_signal,1,2.5718,0.0,pagotugameke,4,0.714,False,not_assessed
RHD-RTRI-000031,RHD-RSPAN-001134,RHD-S1809-01330,Thun,jolájameke,jolajameke,346,strong_raramuri_profile_signal,high_machine_signal,1,2.5662,0.0,jolajameka,1,0.9,False,not_assessed
RHD-RTRI-000032,RHD-RSPAN-000015,RHD-S1809-00012,Abwaſchung,Pavoliki,pavoliki,301,strong_raramuri_profile_signal,high_machine_signal,1,2.5573,0.0,pauvoliki,1,0.889,False,not_assessed
RHD-RTRI-000033,RHD-RSPAN-001149,RHD-S1809-01345,Traurigkeit,Tſelſiguala,tselsiguala,346,strong_raramuri_profile_signal,high_machine_signal,1,2.5267,0.0,telsiguala,1,0.909,False,not_assessed
RHD-RTRI-000034,RHD-RSPAN-000979,RHD-S1809-01166,Sechs,Pulaniki,pulaniki,340,strong_raramuri_profile_signal,high_machine_signal,1,2.5079,0.0,puaniki,1,0.875,False,not_assessed
RHD-RTRI-000035,RHD-RSPAN-000854,RHD-S1809-01021,Raſen,Loguiameke,loguiameke,336,strong_raramuri_profile_signal,high_machine_signal,1,2.5038,0.0,loguijameke,1,0.909,False,not_assessed
RHD-RTRI-000036,RHD-RSPAN-001179,RHD-S1809-01388,Unſinnig,Loguiameke,loguiameke,347,strong_raramuri_profile_signal,high_machine_signal,1,2.5038,0.0,loguijameke,1,0.909,False,not_assessed
RHD-RTRI-000037,RHD-RSPAN-001304,RHD-S1809-01511,Wahnſinnig,Loguiameke,loguiameke,349,strong_raramuri_profile_signal,high_machine_signal,1,2.5038,0.0,loguijameke,1,0.909,False,not_assessed
RHD-RTRI-000038,RHD-RSPAN-001382,RHD-S1809-01577,Wüthig,Loguiameke,loguiameke,351,strong_raramuri_profile_signal,high_machine_signal,1,2.5038,0.0,loguijameke,1,0.909,False,not_assessed
RHD-RTRI-000039,RHD-RSPAN-001381,RHD-S1809-01575,Wüſte,Cauguilu,cauguilu,351,strong_raramuri_profile_signal,high_machine_signal,1,2.5022,0.0,cauguila,1,0.875,False,not_assessed
RHD-RTRI-000040,RHD-RSPAN-000814,RHD-S1809-00974,Namen,Reguála,reguala,333,strong_raramuri_profile_signal,high_machine_signal,1,2.4929,0.0,r-guala,1,0.857,False,not_assessed
RHD-RTRI-000041,RHD-RSPAN-000134,RHD-S1809-00198,Befehl,Nulálila,nulalila,308,strong_raramuri_profile_signal,high_machine_signal,1,2.4808,0.0,nulalilla,1,0.889,False,not_assessed
RHD-RTRI-000042,RHD-RSPAN-000443,RHD-S1809-00571,Gebot,Nulálila,nulalila,320,strong_raramuri_profile_signal,high_machine_signal,1,2.4808,0.0,nulalilla,1,0.889,False,not_assessed
RHD-RTRI-000043,RHD-RSPAN-001092,RHD-S1809-01281,Stinken,Tſchipúgameke,tschipugameke,344,strong_raramuri_profile_signal,high_machine_signal,1,2.4579,0.0,tschiperameke,2,0.846,False,not_assessed
RHD-RTRI-000044,RHD-RSPAN-000007,RHD-S1809-00003,Abhauen,Tepulirúgameke,tepulirugameke,301,strong_raramuri_profile_signal,high_machine_signal,1,2.4397,0.0,teculuameke,4,0.714,False,not_assessed
RHD-RTRI-000045,RHD-RSPAN-000778,RHD-S1809-00940,Miſſethat,Tſainájolíki,tsainajoliki,332,strong_raramuri_profile_signal,high_machine_signal,1,2.4237,0.0,tsainijoliki,1,0.917,False,not_assessed
RHD-RTRI-000046,RHD-RSPAN-000962,RHD-S1809-01146,Schuld,Tſainajolíki,tsainajoliki,340,strong_raramuri_profile_signal,high_machine_signal,1,2.4237,0.0,tsainijoliki,1,0.917,False,not_assessed
RHD-RTRI-000047,RHD-RSPAN-001200,RHD-S1809-01419,Verbrechen,Tſainájoliki,tsainajoliki,347,strong_raramuri_profile_signal,high_machine_signal,1,2.4237,0.0,tsainijoliki,1,0.917,False,not_assessed
RHD-RTRI-000048,RHD-RSPAN-000590,RHD-S1809-00736,Hölzern,Cusigameke,cusigameke,325,strong_raramuri_profile_signal,high_machine_signal,1,2.4028,0.0,cusigueameke,2,0.833,False,not_assessed
RHD-RTRI-000049,RHD-RSPAN-000866,RHD-S1809-01043,Roſe,Seguá,segua,338,strong_raramuri_profile_signal,high_machine_signal,1,2.3953,0.0,segui,1,0.8,False,not_assessed
RHD-RTRI-000050,RHD-RSPAN-001147,RHD-S1809-01343,Trauren,Tſeliguá,tseligua,346,strong_raramuri_profile_signal,high_machine_signal,1,2.3894,0.0,t-fligua,2,0.75,False,not_assessed
RHD-RTRI-000051,RHD-RSPAN-001453,RHD-S1809-01634,Zutragen,Jiki,jiki,353,strong_raramuri_profile_signal,high_machine_signal,1,2.3888,0.0,juki,1,0.75,False,not_assessed
RHD-RTRI-000052,RHD-RSPAN-000926,RHD-S1809-01108,Scheuen,Ikisíki,ikisiki,338,strong_raramuri_profile_signal,high_machine_signal,1,2.3816,0.0,ikitsiki,1,0.875,False,not_assessed
RHD-RTRI-000053,RHD-RSPAN-000292,RHD-S1809-00375,Ehemann,Mukíameke,mukiameke,313,strong_raramuri_profile_signal,high_machine_signal,1,2.3807,0.0,mukijameke,1,0.9,False,not_assessed
RHD-RTRI-000054,RHD-RSPAN-000539,RHD-S1809-00676,Heiſſen,Reguá,regua,324,strong_raramuri_profile_signal,high_machine_signal,1,2.3762,0.0,r-gua,1,0.8,False,not_assessed
RHD-RTRI-000055,RHD-RSPAN-000817,RHD-S1809-00979,Nieſſen,Tſchuſiguá,tschusigua,334,strong_raramuri_profile_signal,high_machine_signal,1,2.3664,0.0,tirhutsigua,3,0.727,False,not_assessed
RHD-RTRI-000056,RHD-RSPAN-001102,RHD-S1809-01290,Strick,cató guila,cato guila,344,strong_raramuri_profile_signal,high_machine_signal,1,2.3477,0.0,cauguila,3,0.7,False,not_assessed
RHD-RTRI-000057,RHD-RSPAN-001203,RHD-S1809-01423,Verfault,Mujámeke,mujameke,347,strong_raramuri_profile_signal,high_machine_signal,1,2.3423,0.0,mukijameke,2,0.8,False,not_assessed
RHD-RTRI-000058,RHD-RSPAN-000565,RHD-S1809-00716,Hinauf,Regui,regui,324,strong_raramuri_profile_signal,high_machine_signal,1,2.341,0.0,regue,1,0.8,False,not_assessed
RHD-RTRI-000059,RHD-RSPAN-000974,RHD-S1809-01161,Schwitzen,Pauguína,pauguina,340,strong_raramuri_profile_signal,high_machine_signal,1,2.3398,0.0,pauguila,1,0.875,False,not_assessed
RHD-RTRI-000060,RHD-RSPAN-000869,RHD-S1809-01045,Roſt,Mujájameke,mujajameke,338,strong_raramuri_profile_signal,high_machine_signal,1,2.3391,0.0,mukijameke,2,0.8,False,not_assessed
RHD-RTRI-000061,RHD-RSPAN-000871,RHD-S1809-01046,Roſtig,Mujájameke,mujajameke,338,strong_raramuri_profile_signal,high_machine_signal,1,2.3391,0.0,mukijameke,2,0.8,False,not_assessed
RHD-RTRI-000062,RHD-RSPAN-000945,RHD-S1809-01124,Schlinge,Buila,buila,339,strong_raramuri_profile_signal,high_machine_signal,1,2.317,0.0,bula,1,0.8,False,not_assessed
RHD-RTRI-000063,RHD-RSPAN-001098,RHD-S1809-01287,Strang,Buila,buila,344,strong_raramuri_profile_signal,high_machine_signal,1,2.317,0.0,bula,1,0.8,False,not_assessed
RHD-RTRI-000064,RHD-RSPAN-001101,RHD-S1809-01290,Strick,Buila,buila,344,strong_raramuri_profile_signal,high_machine_signal,1,2.317,0.0,bula,1,0.8,False,not_assessed
RHD-RTRI-000065,RHD-RSPAN-000687,RHD-S1809-00830,Kraut,Páca,paca,327,strong_raramuri_profile_signal,high_machine_signal,1,2.3069,0.0,paa,1,0.75,False,not_assessed
RHD-RTRI-000066,RHD-RSPAN-001107,RHD-S1809-01293,Stroh,Páca,paca,344,strong_raramuri_profile_signal,high_machine_signal,1,2.3069,0.0,paa,1,0.75,False,not_assessed
RHD-RTRI-000067,RHD-RSPAN-000915,RHD-S1809-01099,Scheibe,Tſchitſúla,tschitsula,338,strong_raramuri_profile_signal,high_machine_signal,1,2.3043,0.0,tschirula,2,0.8,False,not_assessed
RHD-RTRI-000068,RHD-RSPAN-001148,RHD-S1809-01344,Traurig,Tſelſiguati,tselsiguati,346,strong_raramuri_profile_signal,high_machine_signal,1,2.2973,0.0,telsiguati,1,0.909,False,not_assessed
RHD-RTRI-000069,RHD-RSPAN-000939,RHD-S1809-01120,Schleunig,Gualiréke,gualireke,339,strong_raramuri_profile_signal,high_machine_signal,1,2.2931,0.0,gualineke,1,0.889,False,not_assessed
RHD-RTRI-000070,RHD-RSPAN-000337,RHD-S1809-00431,Ergreifen,tſchapirúgameke,tschapirugameke,315,strong_raramuri_profile_signal,high_machine_signal,1,2.2892,0.0,tschirulameke,3,0.8,False,not_assessed
RHD-RTRI-000071,RHD-RSPAN-000689,RHD-S1809-00832,Kreis,Tſchitúla,tschitula,327,strong_raramuri_profile_signal,high_machine_signal,1,2.2562,0.0,tschirula,1,0.889,False,not_assessed
RHD-RTRI-000072,RHD-RSPAN-001160,RHD-S1809-01368,Umkreis,Tſchitúla,tschitula,346,strong_raramuri_profile_signal,high_machine_signal,1,2.2562,0.0,tschirula,1,0.889,False,not_assessed
RHD-RTRI-000073,RHD-RSPAN-000882,RHD-S1809-01056,Runde,Tſchicúla,tschicula,338,strong_raramuri_profile_signal,high_machine_signal,1,2.2469,0.0,tschiculi,1,0.889,False,not_assessed
RHD-RTRI-000074,RHD-RSPAN-000906,RHD-S1809-01085,Schaf,Pouguáca ſ,pouguaca s,338,strong_raramuri_profile_signal,high_machine_signal,1,2.2456,0.0,pouguaca,2,0.8,False,not_assessed
RHD-RTRI-000075,RHD-RSPAN-000740,RHD-S1809-00884,Lichtputze,Natſíla,natsila,330,strong_raramuri_profile_signal,high_machine_signal,1,2.2401,0.0,nassila,1,0.857,False,not_assessed
RHD-RTRI-000076,RHD-RSPAN-001290,RHD-S1809-01497,Vollenden,canapa,canapa,349,strong_raramuri_profile_signal,high_machine_signal,1,2.2293,0.0,cajenapa,2,0.75,False,not_assessed
RHD-RTRI-000077,RHD-RSPAN-000291,RHD-S1809-00375,Ehemann,Cunála,cunala,313,strong_raramuri_profile_signal,high_machine_signal,1,2.228,0.0,cuvala,1,0.833,False,not_assessed
RHD-RTRI-000078,RHD-RSPAN-000465,RHD-S1809-00593,Gemahl,Cunála,cunala,320,strong_raramuri_profile_signal,high_machine_signal,1,2.228,0.0,cuvala,1,0.833,False,not_assessed
RHD-RTRI-000079,RHD-RSPAN-001315,RHD-S1809-01522,Waſchen,Guitlóna,guitlona,350,strong_raramuri_profile_signal,high_machine_signal,1,2.2228,0.0,guitloma,1,0.875,False,not_assessed
RHD-RTRI-000080,RHD-RSPAN-000691,RHD-S1809-00833,Kriechen,tſchucúameke,tschucuameke,327,strong_raramuri_profile_signal,high_machine_signal,1,2.2194,0.0,teculuameke,3,0.75,False,not_assessed
RHD-RTRI-000081,RHD-RSPAN-000083,RHD-S1809-00132,Arſch,Mujaca,mujaca,304,strong_raramuri_profile_signal,high_machine_signal,1,2.2171,0.0,mujaba,1,0.833,False,not_assessed
RHD-RTRI-000082,RHD-RSPAN-001090,RHD-S1809-01280,Stillhalten,Uli,uli,344,strong_raramuri_profile_signal,high_machine_signal,1,2.2142,0.0,uili,1,0.75,False,not_assessed
RHD-RTRI-000083,RHD-RSPAN-000912,RHD-S1809-01092,Scharf,Tſchutárugameke,tschutarugameke,338,strong_raramuri_profile_signal,high_machine_signal,1,2.2068,0.0,tschirulameke,4,0.733,False,not_assessed
RHD-RTRI-000084,RHD-RSPAN-000848,RHD-S1809-01005,Pferd,Cajútschi,cajutschi,335,strong_raramuri_profile_signal,high_machine_signal,1,2.2067,0.0,cajatschi,1,0.889,False,not_assessed
RHD-RTRI-000085,RHD-RSPAN-000867,RHD-S1809-01044,Roß,Cajútschi,cajutschi,338,strong_raramuri_profile_signal,high_machine_signal,1,2.2067,0.0,cajatschi,1,0.889,False,not_assessed
RHD-RTRI-000086,RHD-RSPAN-001209,RHD-S1809-01431,Vergeltung,Naregui,naregui,347,strong_raramuri_profile_signal,high_machine_signal,1,2.1948,0.0,nategui,1,0.857,False,not_assessed
RHD-RTRI-000087,RHD-RSPAN-000752,RHD-S1809-00895,Machen,Jolárugameke,jolarugameke,330,strong_raramuri_profile_signal,high_machine_signal,1,2.1925,0.0,jumarugameke,2,0.833,False,not_assessed
RHD-RTRI-000088,RHD-RSPAN-001135,RHD-S1809-01330,Thun,jolarúgameke,jolarugameke,346,strong_raramuri_profile_signal,high_machine_signal,1,2.1925,0.0,jumarugameke,2,0.833,False,not_assessed
RHD-RTRI-000089,RHD-RSPAN-000700,RHD-S1809-00840,Kugelförmig,Tſchitulámeke,tschitulameke,328,strong_raramuri_profile_signal,high_machine_signal,1,2.181,0.0,tschirulameke,1,0.923,False,not_assessed
RHD-RTRI-000090,RHD-RSPAN-000881,RHD-S1809-01055,Rund,tſchitúlameke,tschitulameke,338,strong_raramuri_profile_signal,high_machine_signal,1,2.181,0.0,tschirulameke,1,0.923,False,not_assessed
RHD-RTRI-000091,RHD-RSPAN-000122,RHD-S1809-00178,Bärtig,Etſchaguéameke,etschagueameke,307,strong_raramuri_profile_signal,high_machine_signal,1,2.1809,0.0,etschaguoameke,1,0.929,False,not_assessed
RHD-RTRI-000092,RHD-RSPAN-000004,RHD-S1809-00001,Abgehen,Simiameke,simiameke,301,strong_raramuri_profile_signal,high_machine_signal,1,2.1785,0.0,samiameke,1,0.889,False,not_assessed
RHD-RTRI-000093,RHD-RSPAN-001010,RHD-S1809-01199,Sieden,baſſirújameke,bassirujameke,341,strong_raramuri_profile_signal,high_machine_signal,1,2.1751,0.0,bassirugameke,1,0.923,False,not_assessed
RHD-RTRI-000094,RHD-RSPAN-000703,RHD-S1809-00844,Kummer,Teſſiguála,tessiguala,328,strong_raramuri_profile_signal,high_machine_signal,1,2.1715,0.0,telsiguala,1,0.9,False,not_assessed
RHD-RTRI-000095,RHD-RSPAN-000949,RHD-S1809-01129,Schmerz,Teſſiguala,tessiguala,339,strong_raramuri_profile_signal,high_machine_signal,1,2.1715,0.0,telsiguala,1,0.9,False,not_assessed
RHD-RTRI-000096,RHD-RSPAN-000076,RHD-S1809-00120,Armbruſt,Atáca,ataca,304,strong_raramuri_profile_signal,high_machine_signal,1,2.1688,0.0,acaca,1,0.8,False,not_assessed
RHD-RTRI-000097,RHD-RSPAN-000901,RHD-S1809-01080,Saufer,Pahíameke,pahiameke,338,strong_raramuri_profile_signal,high_machine_signal,1,2.1575,0.0,parugameke,3,0.7,False,not_assessed
RHD-RTRI-000098,RHD-RSPAN-001150,RHD-S1809-01347,Trinker,Pahiameke,pahiameke,346,strong_raramuri_profile_signal,high_machine_signal,1,2.1575,0.0,parugameke,3,0.7,False,not_assessed
RHD-RTRI-000099,RHD-RSPAN-000919,RHD-S1809-01103,Scherben,Caſſiníki,cassiniki,338,strong_raramuri_profile_signal,high_machine_signal,1,2.1561,0.0,caisiniki,1,0.889,False,not_assessed
RHD-RTRI-000100,RHD-RSPAN-001403,RHD-S1809-01593,Zerbrechen,Caſſiniki,cassiniki,352,strong_raramuri_profile_signal,high_machine_signal,1,2.1561,0.0,caisiniki,1,0.889,False,not_assessed
RHD-RTRI-000101,RHD-RSPAN-000130,RHD-S1809-00191,Baumfrüchte,Khutugála,khutugala,307,strong_raramuri_profile_signal,high_machine_signal,1,2.1512,0.0,khutagala,1,0.889,False,not_assessed
RHD-RTRI-000102,RHD-RSPAN-000907,RHD-S1809-01086,Schafhirt,Pouguá naſſéameke,pougua nasseameke,338,strong_raramuri_profile_signal,high_machine_signal,1,2.1469,0.0,pitschaburameke,5,0.706,False,not_assessed
RHD-RTRI-000103,RHD-RSPAN-000402,RHD-S1809-00512,Fleiſchig,Sapéameke,sapeameke,318,strong_raramuri_profile_signal,high_machine_signal,1,2.1449,0.0,saateameke,2,0.8,False,not_assessed
RHD-RTRI-000104,RHD-RSPAN-001201,RHD-S1809-01420,Verbrecher,Tſetijolámeke,tsetijolameke,347,strong_raramuri_profile_signal,high_machine_signal,1,2.1436,0.0,tsetijolajameke,2,0.867,False,not_assessed
RHD-RTRI-000105,RHD-RSPAN-001223,RHD-S1809-01447,Verlobt,Tſcuapiboli,tscuapiboli,348,strong_raramuri_profile_signal,high_machine_signal,1,2.1408,0.0,tschapiboli,1,0.909,False,not_assessed
RHD-RTRI-000106,RHD-RSPAN-000552,RHD-S1809-00704,Heulen,Nſlagui,nslagui,324,strong_raramuri_profile_signal,high_machine_signal,1,2.1375,0.0,nalagui,1,0.857,False,not_assessed
RHD-RTRI-000107,RHD-RSPAN-000315,RHD-S1809-00409,Einzig,Pilépilo,pilepilo,314,strong_raramuri_profile_signal,high_machine_signal,1,2.1345,0.0,pilepi,2,0.75,False,not_assessed
RHD-RTRI-000108,RHD-RSPAN-001266,RHD-S1809-01485,Viermal,Naguoſſa,naguossa,349,strong_raramuri_profile_signal,high_machine_signal,1,2.1276,0.0,naguossani,2,0.8,False,not_assessed
RHD-RTRI-000109,RHD-RSPAN-000208,RHD-S1809-00287,Bös,Tſetí,tseti,310,strong_raramuri_profile_signal,high_machine_signal,1,2.125,0.0,tleti,1,0.8,False,not_assessed
RHD-RTRI-000110,RHD-RSPAN-000716,RHD-S1809-00861,Laſter,tſetí,tseti,328,strong_raramuri_profile_signal,high_machine_signal,1,2.125,0.0,tleti,1,0.8,False,not_assessed
RHD-RTRI-000111,RHD-RSPAN-000717,RHD-S1809-00862,Laſterhaft,Tſetí,tseti,328,strong_raramuri_profile_signal,high_machine_signal,1,2.125,0.0,tleti,1,0.8,False,not_assessed
RHD-RTRI-000112,RHD-RSPAN-001153,RHD-S1809-01353,Uebel,Tſeti,tseti,346,strong_raramuri_profile_signal,high_machine_signal,1,2.125,0.0,tleti,1,0.8,False,not_assessed
RHD-RTRI-000113,RHD-RSPAN-001178,RHD-S1809-01387,Unrecht,Tſeti,tseti,347,strong_raramuri_profile_signal,high_machine_signal,1,2.125,0.0,tleti,1,0.8,False,not_assessed
RHD-RTRI-000114,RHD-RSPAN-000048,RHD-S1809-00091,Andeuten,Nagueſſá,naguessa,302,strong_raramuri_profile_signal,high_machine_signal,1,2.1098,0.0,naguella,2,0.75,False,not_assessed
RHD-RTRI-000115,RHD-RSPAN-000054,RHD-S1809-00099,Ankündigen,Nagueſſá,naguessa,302,strong_raramuri_profile_signal,high_machine_signal,1,2.1098,0.0,naguella,2,0.75,False,not_assessed
RHD-RTRI-000116,RHD-RSPAN-000766,RHD-S1809-00921,Melden,Nagueſſá,naguessa,331,strong_raramuri_profile_signal,high_machine_signal,1,2.1098,0.0,naguella,2,0.75,False,not_assessed
RHD-RTRI-000117,RHD-RSPAN-000875,RHD-S1809-01051,Rufen,Bajéliruc,bajeliruc,338,strong_raramuri_profile_signal,high_machine_signal,1,2.1092,0.0,balaliruc,2,0.778,False,not_assessed
RHD-RTRI-000118,RHD-RSPAN-001414,RHD-S1809-01600,Zeugen,tanarúgameke,tanarugameke,352,strong_raramuri_profile_signal,high_machine_signal,1,2.1036,0.0,taragameke,3,0.75,False,not_assessed
RHD-RTRI-000119,RHD-RSPAN-000902,RHD-S1809-01081,Saugen,Tſchutſchí,tschutschi,338,strong_raramuri_profile_signal,high_machine_signal,1,2.0981,0.0,tschitschi,1,0.9,False,not_assessed
RHD-RTRI-000120,RHD-RSPAN-001289,RHD-S1809-01497,Vollenden,cajenamela,cajenamela,349,strong_raramuri_profile_signal,high_machine_signal,1,2.0941,0.0,cajenapa,3,0.7,False,not_assessed
RHD-RTRI-000121,RHD-RSPAN-000274,RHD-S1809-00350,Dritter,Baicáraje,baicaraje,313,strong_raramuri_profile_signal,high_machine_signal,1,2.0913,0.0,baicataje,1,0.889,False,not_assessed
RHD-RTRI-000122,RHD-RSPAN-000529,RHD-S1809-00669,Heide,Tà pagotúgameke,ta pagotugameke,323,strong_raramuri_profile_signal,high_machine_signal,1,2.0908,0.0,tepagatigameke,4,0.733,False,not_assessed
RHD-RTRI-000123,RHD-RSPAN-001172,RHD-S1809-01381,Ungewaſchen,Tá pagótugameke,ta pagotugameke,347,strong_raramuri_profile_signal,high_machine_signal,1,2.0908,0.0,tepagatigameke,4,0.733,False,not_assessed
RHD-RTRI-000124,RHD-RSPAN-001025,RHD-S1809-01212,Sommer,Cuveſſali,cuvessali,342,strong_raramuri_profile_signal,high_machine_signal,1,2.0861,0.0,cuvesali,1,0.889,False,not_assessed
RHD-RTRI-000125,RHD-RSPAN-001408,RHD-S1809-01596,Zerreiben,tutſchirúgameke,tutschirugameke,352,strong_raramuri_profile_signal,high_machine_signal,1,2.086,0.0,tschirulameke,3,0.8,False,not_assessed
RHD-RTRI-000126,RHD-RSPAN-000013,RHD-S1809-00011,Abwaſchen,Pagorúgameke,pagorugameke,301,strong_raramuri_profile_signal,high_machine_signal,1,2.0838,0.0,pagotugameke,1,0.917,False,not_assessed
RHD-RTRI-000127,RHD-RSPAN-000485,RHD-S1809-00607,Getauft,Pagorúgameke,pagorugameke,321,strong_raramuri_profile_signal,high_machine_signal,1,2.0838,0.0,pagotugameke,1,0.917,False,not_assessed
