recovery_id,graphic_key,surface_forms,occurrence_count,distinct_de_rar_record_count,de_rar_headwords,printed_pages,best_profile_class,best_profile_log_likelihood_ratio,nearest_rar_de_graphic_key,nearest_rar_de_similarity,evidence_grade,human_reviewed,decision
RHD-RREC-000331,guelube jola,Guelube jolá,1,1,Vergrößern,347,strong_raramuri_profile_signal,1.7111,gala ta simega,0.643,C_machine_profile_signal,False,not_assessed
RHD-RREC-000332,ossa eki,Oſſa eki,1,1,Doppelt,312,strong_raramuri_profile_signal,1.7043,ossanica,0.5,C_machine_profile_signal,False,not_assessed
RHD-RREC-000333,elataje,elátaje,1,1,Wegen,350,strong_raramuri_profile_signal,1.704,elaca,0.571,C_machine_profile_signal,False,not_assessed
RHD-RREC-000334,amulipi ne simi,Amulípi nè ſimí,1,1,Hinzugehen,325,strong_raramuri_profile_signal,1.6941,atschilelila,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000335,pile nanamuti,pilé nanamuti,1,1,Etwas,315,strong_raramuri_profile_signal,1.6917,pabahischie,0.615,C_machine_profile_signal,False,not_assessed
RHD-RREC-000336,ocassa,Ocáſſa,1,1,Zweymal,353,strong_raramuri_profile_signal,1.6879,ossa,0.667,C_machine_profile_signal,False,not_assessed
RHD-RREC-000337,ekipu pamipa,ekipu pamipa,1,1,Viel,348,strong_raramuri_profile_signal,1.6794,echsamela,0.583,C_machine_profile_signal,False,not_assessed
RHD-RREC-000338,maje,Majé | Májé,6,6,"Denken | Einbilden, ſich | Gedenken | Meinen | Urtheilen | Vermeinen",312 | 313 | 320 | 331 | 347 | 348,possible_raramuri_profile_signal,1.4972,maga,0.5,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000339,tseliguei,Tſeliguei | Tſeliguéi,3,3,Nachſehen | Vergeben | Verzeihen,333 | 347 | 348,possible_raramuri_profile_signal,1.5873,tselixugi,0.778,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000340,pagota,Pagota | Pagóta,3,3,Abwaſchen | Taufen | Waſchen,301 | 346 | 350,possible_raramuri_profile_signal,1.5694,paa,0.5,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000341,samiruje,Samíruje,3,3,Befruchten | Begießen | Benetzen,308,possible_raramuri_profile_signal,1.4825,satuje,0.625,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000342,nakoja,Nakója,3,3,Balgen | Kriegen | Raufen,306 | 328 | 336,possible_raramuri_profile_signal,1.4721,natoia,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000343,hia,Hiá | hiá,3,3,Bald | Friſch | Geſchwind,306 | 319 | 320,possible_raramuri_profile_signal,1.4536,haa,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000344,jolarupa,Jolárupa | jolárupa,3,3,Geſchehen | Machen | Thun,320 | 330 | 346,possible_raramuri_profile_signal,1.4352,jumagua,0.5,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000345,ta elajo,Tá elájo | ta elájo,2,2,Ungern | Willen,347 | 351,possible_raramuri_profile_signal,1.663,tabelaca,0.625,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000346,ta poviruk,Tá povirúk | Tá póviruk,2,2,Ungebahnt | Unwegſam,347,possible_raramuri_profile_signal,1.6615,t-fligua,0.5,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000347,tapani,Tapaní,2,2,Verleihen | Verwunden,348,possible_raramuri_profile_signal,1.6572,tabano,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000348,touke,Tóuke,2,2,Vergraben | Verſcharrt,347 | 348,possible_raramuri_profile_signal,1.5769,toruke,0.833,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000349,tschapirugelila,Tſchapirügelilä | Tſchapirügélila,2,2,Heurath | Hochzeit,324 | 325,possible_raramuri_profile_signal,1.5597,ta guetsi joma,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000350,khutegaca,Khutegáca,2,2,Balke | Latte,306 | 328,possible_raramuri_profile_signal,1.5387,khutagala,0.778,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000351,cabuna,Cabúna,2,2,Wohin | Wozu,351,possible_raramuri_profile_signal,1.4964,cajena,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000352,mela,Mela | Méla,2,2,Müſſen | Sollen,332 | 342,possible_raramuri_profile_signal,1.4928,mea,0.75,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000353,mashaca,Masháca,2,2,Feder | Schwungfeder,316 | 340,possible_raramuri_profile_signal,1.4602,mataca,0.714,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000354,matschi ne simi,Matſchi nè ſimí,2,2,Herausgehen | Hinausgehen,324,possible_raramuri_profile_signal,1.4482,melirugameke,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000355,kemaca,Kemáca,2,2,Mantel | Teppich,331 | 346,possible_raramuri_profile_signal,1.4208,kiaca,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000356,hoschila,Hoſchila | Hoſchíla,2,2,Bein | Gebein,308 | 319,possible_raramuri_profile_signal,1.4034,hotschila,0.889,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000357,moba,Móba,2,2,Oben | Ueber,334 | 346,possible_raramuri_profile_signal,1.391,mola,0.75,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000358,macoek pami,macoék pami | macoëk pami,2,2,Jahr | Zehn,325 | 352,possible_raramuri_profile_signal,1.3787,massisipoa,0.545,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000359,nututuje,Nutútuje,2,2,Ernähren | Nähren,315 | 333,possible_raramuri_profile_signal,1.3596,natutuje,0.875,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000360,ne batani,ne batáni | né batáni,2,2,Gegenwart | Ich,320 | 326,possible_raramuri_profile_signal,1.3213,nachcala,0.444,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000361,cassinale,Caſſinale | caſſinale,2,2,Brechen | Zerbrechen,310 | 352,possible_raramuri_profile_signal,1.3024,caisinale,0.889,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000362,cosek,Coſék | coſék,2,2,Lang | Vorlängst,328 | 349,possible_raramuri_profile_signal,1.2951,cole,0.6,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000363,eksipi,Ekſipi,1,1,Wenig,350,possible_raramuri_profile_signal,1.6737,ekipi,0.833,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000364,hoje simi,Hoje Simi,1,1,Schreiten,340,possible_raramuri_profile_signal,1.6726,haagameke,0.444,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000365,ekipu mu taraca,ekipu mú taraca,1,1,Vierzehn,349,possible_raramuri_profile_signal,1.6723,etschaguoameke,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000366,hecatameke,hecátameke,1,1,Da,311,possible_raramuri_profile_signal,1.672,haagameke,0.7,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000367,teleti,Teléti,1,1,Kalb,326,possible_raramuri_profile_signal,1.6719,telesi,0.833,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000368,jumaguetsi gaiungake,Jumáguetſi gaiungake,1,1,Allgegenwärtig,301,possible_raramuri_profile_signal,1.6677,juma guetsi gatigameke,0.773,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000369,teetsa,Teétſa,1,1,Poſſen treiben,336,possible_raramuri_profile_signal,1.6629,teea,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000370,cocoruse,Cocórúſe,1,1,Schaden,338,possible_raramuri_profile_signal,1.6616,cocoruje,0.875,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000371,natsumela,Natſumela,1,1,Vertheilen,348,possible_raramuri_profile_signal,1.6576,natlum-la,0.778,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000372,mujaianeke,Mujáianeke,1,1,Faulenzen,316,possible_raramuri_profile_signal,1.6556,mukijameke,0.6,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000373,peisiki,Peisíki,1,1,Fegen,316,possible_raramuri_profile_signal,1.6556,pusiki,0.714,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000374,kitsaossa macoek,Kitſaóſſa macóék,1,1,Siebenzig,341,possible_raramuri_profile_signal,1.6549,kibelaguitaje,0.688,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000375,ulama,Uläma,1,1,Spielplatz,343,possible_raramuri_profile_signal,1.6518,uipaca,0.5,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000376,ta jekitsi huccu,ta jekitſi hüccu,1,1,Unmöglich,347,possible_raramuri_profile_signal,1.6488,ta guetsi joma,0.688,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000377,tschotschonaba,Tſchotſchonába,1,1,Maulſchelle,331,possible_raramuri_profile_signal,1.6451,tschotschonala,0.929,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000378,ami,Amí,1,1,Verlieren,348,possible_raramuri_profile_signal,1.6417,ali,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000379,metschiruje,Metſchíruje,1,1,Berichten,308,possible_raramuri_profile_signal,1.6405,massisipoa,0.545,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000380,hokiboa,Hokíboa,1,1,Müſſen,332,possible_raramuri_profile_signal,1.6392,hiaga,0.429,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000381,tsele oli,Tſele óli,1,1,Wachtel,349,possible_raramuri_profile_signal,1.6384,telegona,0.556,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000382,mukurejameke,Mukurejameke,1,1,Sterben,344,possible_raramuri_profile_signal,1.6382,mukijameke,0.75,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000383,rapatschi ne cocola,rapatſchi né cocolá,1,1,Bauchgrimmen haben,307,possible_raramuri_profile_signal,1.6334,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000384,rapa,Rapá,1,1,Mißbilligen,332,possible_raramuri_profile_signal,1.6279,rana,0.75,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000385,negotlela,negótlela,1,1,Ich,326,possible_raramuri_profile_signal,1.6253,nagotse,0.556,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000386,rachtagameke,Rachtágameke,1,1,Warm,350,possible_raramuri_profile_signal,1.6243,racheliki,0.583,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000387,talo tajenalago,taló tajenálago,1,1,Ehe als,313,possible_raramuri_profile_signal,1.6204,ta guetsi joma,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000388,segui simasi,Seguí ſimáſi,1,1,Packen,334,possible_raramuri_profile_signal,1.6196,saateameke,0.583,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000389,tele simi,Tele ſimí,1,1,Hinabſteigen,324,possible_raramuri_profile_signal,1.6182,telesi,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000390,baica macoek,Baicá macoëk,1,1,Dreyſſig,313,possible_raramuri_profile_signal,1.6181,bacaguaca,0.583,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000391,schiogameke,Schiógameke,1,1,Blau,309,possible_raramuri_profile_signal,1.6181,schiojameke,0.909,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000392,narigue,Nárigué,1,1,Spalten,342,possible_raramuri_profile_signal,1.6178,naligue,0.857,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000393,tehoje muki tschapirujehia,Tehöje muki tſchapirujehia,1,1,Heurathen,324,possible_raramuri_profile_signal,1.6098,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000394,tepa ne simi,Tepa nè ſimí,1,1,Hinaufſteigen,324,possible_raramuri_profile_signal,1.6072,ta guetsi joma,0.643,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000395,hataca,hatáca,1,1,Armbruſt,304,possible_raramuri_profile_signal,1.6053,hatsca,0.833,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000396,bulla,Bullá,1,1,Wecken,350,possible_raramuri_profile_signal,1.6046,balla,0.8,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000397,cambelatschi,Cambelátſchi,1,1,Geiß,320,possible_raramuri_profile_signal,1.6046,cambolatschi,0.917,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000398,tecavolatschic,Tecavolátſchic,1,1,Stein,344,possible_raramuri_profile_signal,1.6038,ta guetsi joma,0.643,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000399,tougua pitichaburameke,Touguá pitichabúrameke,1,1,Schöps,340,possible_raramuri_profile_signal,1.6005,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000400,ta nokisati,Tá nokiſati,1,1,Unbeweglich,347,possible_raramuri_profile_signal,1.5996,t-fligua,0.545,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000401,guaque,Guaqué,1,1,Adler,301,possible_raramuri_profile_signal,1.5982,guagua,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000402,bonaje,Bonaje,1,1,Ich,326,possible_raramuri_profile_signal,1.5971,bonoje,0.833,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000403,napearu,Napeáru,1,1,Zuſammenfallen,352,possible_raramuri_profile_signal,1.5967,napa,0.571,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000404,retschijega,retſchijega,1,1,Ich,326,possible_raramuri_profile_signal,1.5962,racheliki,0.545,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000405,neniameke,Neniameke,1,1,Bändigen,306,possible_raramuri_profile_signal,1.592,nesseameke,0.7,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000406,lihuala,Lihuála,1,1,Zuſammennähen,352,possible_raramuri_profile_signal,1.5911,lala,0.571,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000407,muni tschiperameke,Muni tſchiperámeke,1,1,Hülſenfrucht,325,possible_raramuri_profile_signal,1.5754,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000408,ca to,Ca tò,1,1,Hertragen,324,possible_raramuri_profile_signal,1.5738,caita,0.6,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000409,macoek amoba kitsaoco,Macóék ámoba kitſaóco,1,1,Siebenzehn,341,possible_raramuri_profile_signal,1.5725,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000410,macoek amoba maliki,Macoék ámoba malíki,1,1,Fünfzehn,319,possible_raramuri_profile_signal,1.5689,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000411,ibe jassameke,Ibe jaſſameke,1,1,Eingebohrner,313,possible_raramuri_profile_signal,1.568,ibe hoinela,0.615,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000412,kochkagameke,Kochkagámeke,1,1,Köſtlich,327,possible_raramuri_profile_signal,1.5674,kachkagameke,0.917,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000413,simi-go,simi-gó,1,1,Alſo,302,possible_raramuri_profile_signal,1.5631,simigo,0.857,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000414,homela,Hómela,1,1,Graben,322,possible_raramuri_profile_signal,1.56,hipela,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000415,tane matschi,Tanè matſchi,1,1,Hinaus,324,possible_raramuri_profile_signal,1.5562,ta guetsi joma,0.643,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000416,pusaniaje,Puſaniaje,1,1,Sechſter,340,possible_raramuri_profile_signal,1.5524,puaniki,0.556,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000417,guisma,Guíſma,1,1,Schürze,340,possible_raramuri_profile_signal,1.5477,guilma,0.833,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000418,nachkibu,Nachkibú,1,1,Stoßen,344,possible_raramuri_profile_signal,1.5429,nachkibi,0.875,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000419,becu ne nagua,becú ne naguá,1,1,Zurück,352,possible_raramuri_profile_signal,1.5371,bacalatschi,0.615,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000420,aatschi mu regueke,Aatſchi mü reguéke,1,1,Heiſſen,324,possible_raramuri_profile_signal,1.5355,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000421,ekisa,ékiſá,1,1,Oft,334,possible_raramuri_profile_signal,1.5338,eki,0.6,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000422,muni cavolameke,Muni cavolámeke,1,1,Hülſenfrucht,325,possible_raramuri_profile_signal,1.5321,melirugameke,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000423,casso,Caſſó,1,1,Schwamm,340,possible_raramuri_profile_signal,1.5312,caita,0.4,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000424,guarascha,Guaraſcha,1,1,Sohle,341,possible_raramuri_profile_signal,1.5304,guaratscha,0.9,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000425,taa,Taá,1,1,Aufſpielen,304,possible_raramuri_profile_signal,1.5304,tala,0.75,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000426,massisi,Maſſiſi,1,1,Hobeln,325,possible_raramuri_profile_signal,1.5238,massisipoa,0.7,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000427,ossa macoek pami,Oſſá macoék pami,1,1,Jahr,325,possible_raramuri_profile_signal,1.5225,ossanaguoameke,0.688,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000428,mali pami,mali pami,1,1,Jahr,325,possible_raramuri_profile_signal,1.521,maguali,0.444,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000429,igosela,igóſela,1,1,Dieſer,312,possible_raramuri_profile_signal,1.5108,igossela,0.875,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000430,naguo tlele,Naguó tlele,1,1,Vier,348,possible_raramuri_profile_signal,1.5108,nachcala,0.545,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000431,guelube ne jola,Guelubé né jolá,1,1,Erweitern,315,possible_raramuri_profile_signal,1.5102,gala ta simega,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000432,napaviruchi,Napaviruchi,1,1,Anhäufen,302,possible_raramuri_profile_signal,1.5044,nachcala,0.545,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000433,tecubirameke,tecubírameke,1,1,Stein,344,possible_raramuri_profile_signal,1.5011,teculuameke,0.75,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000434,batla ne hula,Batlá né hulá,1,1,Vorſchicken,349,possible_raramuri_profile_signal,1.5008,bacalatschi,0.615,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000435,potichirue,Potichirue,1,1,Voll,349,possible_raramuri_profile_signal,1.4945,potschiruc,0.8,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000436,ta neoka,Tá neóka,1,1,Sprachlos,343,possible_raramuri_profile_signal,1.4925,taiteke,0.5,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000437,batla ne simi,Batlá né ſimi,1,1,Vorangehen,349,possible_raramuri_profile_signal,1.4914,bacalatschi,0.615,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000438,teuilitschic,Teuílitſchic,1,1,Stein,344,possible_raramuri_profile_signal,1.4914,ta guetsi joma,0.643,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000439,neoka,Neóka,1,1,Sprechen,343,possible_raramuri_profile_signal,1.4864,neoca,0.8,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000440,macoeessa amoba naguoco,Macoëéſſa ámoba naguóco,1,1,Vierzehnmal,349,possible_raramuri_profile_signal,1.4853,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000441,tehoje tschapi,Tehöje tſchapi,1,1,Heurathen,324,possible_raramuri_profile_signal,1.482,ta guetsi joma,0.643,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000442,nassita,Naſſita,1,1,Zange,351,possible_raramuri_profile_signal,1.4768,nassila,0.857,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000443,maniameke,Maniameke,1,1,Flüßig,318,possible_raramuri_profile_signal,1.4758,mukijameke,0.7,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000444,pitichaburameke,Pitichabürameke,1,1,Verſchneiden,348,possible_raramuri_profile_signal,1.4741,pitschaburameke,0.933,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000445,hotuke,Hötuke,1,1,Hohl,325,possible_raramuri_profile_signal,1.4707,hatuca,0.5,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000446,temaseali,Temaſeali,1,1,Backſtube,306,possible_raramuri_profile_signal,1.4686,tomalcali,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000447,vacaschi,Vácaschi,1,1,Kuh,328,possible_raramuri_profile_signal,1.4683,vacalchi,0.875,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000448,sinepi,Sinépi,1,1,Einkehren,314,possible_raramuri_profile_signal,1.4611,sinevi,0.833,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000449,ke tschigo,Ke tſchigo,1,1,Weder,350,possible_raramuri_profile_signal,1.4579,kachela,0.5,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000450,juan ne regueke,Juán nè reguéke,1,1,Heiſſen,324,possible_raramuri_profile_signal,1.453,jumajumajameke,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000451,kupaca,Kupáca,1,1,Pinſel,336,possible_raramuri_profile_signal,1.4402,kiaca,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000452,mara,Mára,1,1,Eſel,315,possible_raramuri_profile_signal,1.4337,maga,0.75,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000453,hu jola colanego,Hü jolá colanego,1,1,Ja,325,possible_raramuri_profile_signal,1.4325,haleseatschic,0.688,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000454,corilucu,Corilúcu,1,1,Umarmen,346,possible_raramuri_profile_signal,1.4321,corilicu,0.875,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000455,ossa macoek,Oſſa macöek,1,1,Zwanzig,353,possible_raramuri_profile_signal,1.4286,ossanaguessa,0.583,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000456,otscherameke,Otſchérameke,1,1,Greis,322,possible_raramuri_profile_signal,1.4272,otisherameke,0.833,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000457,echtsamela,echtſámela,1,1,Säen,338,possible_raramuri_profile_signal,1.4251,echsamela,0.9,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000458,tessi uati,Teſſi uáti,1,1,Schwermüthig,340,possible_raramuri_profile_signal,1.4247,telsiguati,0.8,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000459,matschina,Matſchina,1,1,Hinaus jagen,324,possible_raramuri_profile_signal,1.4181,matschi,0.778,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000460,tschopeke,Tſchopéke,1,1,Fakel,316,possible_raramuri_profile_signal,1.4114,techteke,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000461,teteniki,Teteniki,1,1,Zinnen,352,possible_raramuri_profile_signal,1.4094,temaliki,0.625,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000462,bassuba,baſſúba,1,1,Sieden,341,possible_raramuri_profile_signal,1.4054,balsiba,0.714,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000463,hucu,Húcu,1,1,Seyn,341,possible_raramuri_profile_signal,1.4053,hoca,0.5,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000464,pusa,puſá,1,1,Erwecken,315,possible_raramuri_profile_signal,1.4052,pua,0.75,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000465,lupala,Lupála,1,1,Feder,316,possible_raramuri_profile_signal,1.3987,lala,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000466,mane eki naligue,mane eki naligue,1,1,Viel,348,possible_raramuri_profile_signal,1.3969,mukiiatiameke,0.688,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000467,netschi jusega,netſchi juſega,1,1,Ich,326,possible_raramuri_profile_signal,1.3895,nachpigualeke,0.643,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000468,navossa macoek,Navoſſa macóek,1,1,Vierzig,349,possible_raramuri_profile_signal,1.3892,nachpigualeke,0.643,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000469,neniruje,Neniruje,1,1,Bändigen,306,possible_raramuri_profile_signal,1.3888,noliruje,0.75,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000470,ne ga,né gá,1,1,Können,327,possible_raramuri_profile_signal,1.3866,neoca,0.6,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000471,boraneameke,Boranéameke,1,1,Aufbinden,304,possible_raramuri_profile_signal,1.3852,bajeameke,0.727,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000472,paugud,Paugud,1,1,Hinüber,324,possible_raramuri_profile_signal,1.385,pauguo,0.833,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000473,ganileraje,Ganileráje,1,1,Seligmachen,341,possible_raramuri_profile_signal,1.3847,ganileruje,0.9,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000474,hulieri reguala,Hulieri reguala,1,1,Zunamen,352,possible_raramuri_profile_signal,1.3828,haleseatschic,0.667,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000475,nerejameke,Nerejámeke,1,1,Schöpfer,339,possible_raramuri_profile_signal,1.3821,neteijameke,0.818,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000476,macoek amoba baica,Macoëk amoba baicá,1,1,Dreyzehn,313,possible_raramuri_profile_signal,1.3769,,0.0,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000477,tokuke,Tókuke,1,1,Begraben,308,possible_raramuri_profile_signal,1.3766,toruke,0.833,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000478,tepane,Tepané,1,1,Steigen,344,possible_raramuri_profile_signal,1.3729,tepabe,0.833,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000479,huli ne jola,Huli né jolá,1,1,Wiederholen,351,possible_raramuri_profile_signal,1.3716,haagameke,0.583,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000480,kueputiela,kueputiela,1,1,Zugehören,352,possible_raramuri_profile_signal,1.3695,kueputsela,0.9,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000481,rhopala,Rhopala,1,1,Bauch,307,possible_raramuri_profile_signal,1.3662,r-guala,0.571,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000482,bealitso,bealítſo,1,1,Nur,334,possible_raramuri_profile_signal,1.3628,baissa,0.5,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000483,negotle,negótle,1,1,Ich,326,possible_raramuri_profile_signal,1.3628,nagotse,0.714,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000484,hamu buketsa,hámú buketſá,1,1,Beſitzen,308,possible_raramuri_profile_signal,1.3604,haagameke,0.583,D_machine_possible_profile_signal,False,not_assessed
RHD-RREC-000485,macoek macoessa pami,Macöék macöéſſa pami,1,1,Jahrhundert,326,possible_raramuri_profile_signal,1.3587,,0.0,D_machine_possible_profile_signal,False,not_assessed
