concordance_id,graphic_key,rar_de_record_id,rar_de_form,rar_de_german_gloss,rar_de_page,de_rar_record_id,de_rar_headword,de_rar_page,reciprocal_german_support,reciprocal_support_type,human_reviewed,decision
RHD-ICONC-000315,toco,RHD-S1809-02366,Tocó,Begraben,367,RHD-S1809-00205,Begraben,308,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000316,togui,RHD-S1809-02403,Togui,Knab,367,RHD-S1809-00800,Knab,326,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000317,tosacameke,RHD-S1809-02404,Toſácameke,Weiß,367,RHD-S1809-01538,Weiß,350,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000318,tsainijoliki,RHD-S1809-02411,tſainijoliki,Uebelthat,367,RHD-S1809-01354,Uebelthat,346,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000319,tsani,RHD-S1809-02408,Tſani,Sagen,367,RHD-S1809-01062,Sagen,338,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000320,tscha,RHD-S1809-02412,Tschá,Krätze,367,RHD-S1809-00828,Krätze,327,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000321,tschaca,RHD-S1809-02414,Tscháca,Wunde,367,RHD-S1809-01567,Wunde,351,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000322,tschiculi,RHD-S1809-02422,Tschiculi,"Maus, s",367,RHD-S1809-00916,Maus,331,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000323,tschipu,RHD-S1809-02431,Tschipú,Stinken,368,RHD-S1809-01281,Stinken,344,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000324,tschitschiameke,RHD-S1809-02434,Tſchitſchiameke,Säugling,368,RHD-S1809-01082,Säugling,338,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000325,tschivavoli,RHD-S1809-02441,Tſchivávoli,"Metze, ſ",368,RHD-S1809-00934,Metze,332,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000326,tschumila,RHD-S1809-02455,Tschumíla,"Mund, Maul",368,RHD-S1809-00909,Maul,331,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000327,tschumila,RHD-S1809-02455,Tschumíla,"Mund, Maul",368,RHD-S1809-00952,Mund,332,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000328,tschutschelila,RHD-S1809-02458,Tſchutſchelíla,Salbung,368,RHD-S1809-01068,Salbung,338,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000329,tselisapoli,RHD-S1809-02462,Tſeliſapoli,Morgenſtern,368,RHD-S1809-00949,Morgenſtern,332,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000330,uili,RHD-S1809-02482,Uilí,Stehen bleiben,368,RHD-S1809-01263,Stehen,344,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000331,uipaca,RHD-S1809-02483,Uipáca,Taback,368,RHD-S1809-01307,Taback,345,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000332,upi,RHD-S1809-02491,Upi,Eheweib,368,RHD-S1809-00378,Eheweib,313,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000333,uvanale,RHD-S1809-02464,Uvánale,"Baden, s",368,RHD-S1809-00152,Baden,305,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000334,veniameke,RHD-S1809-02481,Veníameke,Zahm,368,RHD-S1809-01581,Zahm,351,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000335,veniruje,RHD-S1809-02463,Veniruje,Zahm machen,368,RHD-S1809-01581,Zahm,351,true,german_headword_gloss_containment,false,not_assessed
RHD-ICONC-000336,volsiga,RHD-S1809-02489,Volſiga,Seitenſtechen,368,RHD-S1809-01176,Seitenſtechen,340,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000337,vuechca,RHD-S1809-02492,Vuechcá,Viel,368,RHD-S1809-01480,Viel,348,true,exact_normalized_german_headword_gloss_match,false,not_assessed
RHD-ICONC-000338,ajonameke,RHD-S1809-00032,Ajónameke,ein Zorniger,353,RHD-S1809-00558,Gallſüchtig,319,false,none,false,not_assessed
RHD-ICONC-000339,ajonameke,RHD-S1809-00032,Ajónameke,ein Zorniger,353,RHD-S1809-01612,Zornig,352,false,none,false,not_assessed
RHD-ICONC-000340,ajonoco,RHD-S1809-00033,Ajónoco,zörnen,353,RHD-S1809-00456,"Erzörnen, ſich",315,false,none,false,not_assessed
RHD-ICONC-000341,ajoruje,RHD-S1809-01644,Ajóruje,zornig machen,353,RHD-S1809-00220,Beleidigen,308,false,none,false,not_assessed
RHD-ICONC-000342,ajoruje,RHD-S1809-01644,Ajóruje,zornig machen,353,RHD-S1809-00456,"Erzörnen, ſich",315,false,none,false,not_assessed
RHD-ICONC-000343,ame,RHD-S1809-00035,Amé,Suchen,353,RHD-S1809-00359,Durchſuchen,313,false,none,false,not_assessed
RHD-ICONC-000344,amela,RHD-S1809-01651,Amela,Man ſoll oder muß ſuchen,353,RHD-S1809-00953,Müſſen,332,false,none,false,not_assessed
RHD-ICONC-000345,amoba,RHD-S1809-01652,Amoba,Mehr,353,RHD-S1809-00347,Dreyzehn,313,false,none,false,not_assessed
RHD-ICONC-000346,amoba,RHD-S1809-01652,Amoba,Mehr,353,RHD-S1809-00547,Fünfzehn,319,false,none,false,not_assessed
RHD-ICONC-000347,amoba,RHD-S1809-01652,Amoba,Mehr,353,RHD-S1809-00984,Oben,334,false,none,false,not_assessed
RHD-ICONC-000348,amoba,RHD-S1809-01652,Amoba,Mehr,353,RHD-S1809-01169,Sechzehn,340,false,none,false,not_assessed
RHD-ICONC-000349,amoba,RHD-S1809-01652,Amoba,Mehr,353,RHD-S1809-01195,Siebenzehn,341,false,none,false,not_assessed
RHD-ICONC-000350,amoba,RHD-S1809-01652,Amoba,Mehr,353,RHD-S1809-01357,Ueber,346,false,none,false,not_assessed
RHD-ICONC-000351,amoba,RHD-S1809-01652,Amoba,Mehr,353,RHD-S1809-01488,Vierzehn,349,false,none,false,not_assessed
RHD-ICONC-000352,amoba,RHD-S1809-01652,Amoba,Mehr,353,RHD-S1809-01489,Vierzehnmal,349,false,none,false,not_assessed
RHD-ICONC-000353,amoba,RHD-S1809-01652,Amoba,Mehr,353,RHD-S1809-01642,Zwölfmal,353,false,none,false,not_assessed
RHD-ICONC-000354,amulipi,RHD-S1809-00036,Amulipi,Nahe,353,RHD-S1809-00686,Herbeytreten,324,false,none,false,not_assessed
RHD-ICONC-000355,amulipi,RHD-S1809-00036,Amulipi,Nahe,353,RHD-S1809-00726,Hinzugehen,325,false,none,false,not_assessed
RHD-ICONC-000356,aparecho,RHD-S1809-00037,Aparécho,ſ,353,RHD-S1809-00995,Packſattel,334,false,none,false,not_assessed
RHD-ICONC-000357,apatsche,RHD-S1809-01654,Apatſche,ſ,354,RHD-S1809-00107,Apatſchee,302,false,none,false,not_assessed
RHD-ICONC-000358,aregue,RHD-S1809-02237,aregué,Aufhören,364,RHD-S1809-00008,Abſtehen,301,false,none,false,not_assessed
RHD-ICONC-000359,aregue,RHD-S1809-02237,aregué,Aufhören,364,RHD-S1809-00860,Laſſen,328,false,none,false,not_assessed
RHD-ICONC-000360,aregue,RHD-S1809-02237,aregué,Aufhören,364,RHD-S1809-00919,Meiden,331,false,none,false,not_assessed
RHD-ICONC-000361,aregue,RHD-S1809-02237,aregué,Aufhören,364,RHD-S1809-01391,Unterlaſſen,347,false,none,false,not_assessed
RHD-ICONC-000362,ari,RHD-S1809-01649,ari,"Aber, ſ",353,RHD-S1809-00911,Mauleſeltreiber,331,false,none,false,not_assessed
RHD-ICONC-000363,ari,RHD-S1809-01655,Ari,"ein Anruf, mit welchem man die belaſteten Maulthiere antreibt",354,RHD-S1809-00911,Mauleſeltreiber,331,false,none,false,not_assessed
RHD-ICONC-000364,ariero,RHD-S1809-01656,Ariero,Eſeltreiber,354,RHD-S1809-00911,Mauleſeltreiber,331,false,none,false,not_assessed
RHD-ICONC-000365,bahumali,RHD-S1809-01662,Bahumali,Eine andere Schlangenart,354,RHD-S1809-01117,Schlangen,339,false,none,false,not_assessed
RHD-ICONC-000366,baica,RHD-S1809-01663,Baicá,Drey,354,RHD-S1809-00347,Dreyzehn,313,false,none,false,not_assessed
RHD-ICONC-000367,baica,RHD-S1809-01663,Baicá,Drey,354,RHD-S1809-00348,Dreyſſig,313,false,none,false,not_assessed
RHD-ICONC-000368,baica,RHD-S1809-01663,Baicá,Drey,354,RHD-S1809-00756,Jahr,325,false,none,false,not_assessed
RHD-ICONC-000369,baica,RHD-S1809-01663,Baicá,Drey,354,RHD-S1809-01486,Vierteljährig,349,false,none,false,not_assessed
RHD-ICONC-000370,baissa,RHD-S1809-01668,Baiſſá,dreymal,354,RHD-S1809-00347,Dreyzehn,313,false,none,false,not_assessed
RHD-ICONC-000371,baissa,RHD-S1809-01668,Baiſſá,dreymal,354,RHD-S1809-00349,Dreyſſigmal,313,false,none,false,not_assessed
RHD-ICONC-000372,baje,RHD-S1809-01665,Bajé,Rufen,354,RHD-S1809-00232,Berufen,308,false,none,false,not_assessed
RHD-ICONC-000373,bajeameke,RHD-S1809-01666,Bajéameke,der Rufende,354,RHD-S1809-01051,Rufen,338,false,none,false,not_assessed
RHD-ICONC-000374,balaliruc,RHD-S1809-01670,Baláliruc,Was beladen worden,354,RHD-S1809-00129,Aufladen,304,false,none,false,not_assessed
RHD-ICONC-000375,bassa,RHD-S1809-01683,Báſſa,"Acker, Feld",354,RHD-S1809-00805,Kochen,326,false,none,false,not_assessed
RHD-ICONC-000376,bassaraboa,RHD-S1809-01671,Baſſaráboa,es muß geackert werden,354,RHD-S1809-00070,Ackern,301,false,none,false,not_assessed
RHD-ICONC-000377,bassaraboa,RHD-S1809-01671,Baſſaráboa,es muß geackert werden,354,RHD-S1809-00953,Müſſen,332,false,none,false,not_assessed
RHD-ICONC-000378,basselo,RHD-S1809-01674,Baſſeló,Spazieren,354,RHD-S1809-01219,Spatzieren,342,false,none,false,not_assessed
RHD-ICONC-000379,bassirugameke,RHD-S1809-01678,Baſſirúgameke,Gekochtes,354,RHD-S1809-00805,Kochen,326,false,none,false,not_assessed
RHD-ICONC-000380,bassu,RHD-S1809-01679,Baſſu,Kochen,354,RHD-S1809-01199,Sieden,341,false,none,false,not_assessed
RHD-ICONC-000381,batani,RHD-S1809-01680,Batáni,In Gegenwart,354,RHD-S1809-00758,Ich,326,false,none,false,not_assessed
RHD-ICONC-000382,batani,RHD-S1809-01680,Batáni,In Gegenwart,354,RHD-S1809-01499,Vor,349,false,none,false,not_assessed
RHD-ICONC-000383,boa,RHD-S1809-01687,Bóa,ſ,355,RHD-S1809-00070,Ackern,301,false,none,false,not_assessed
RHD-ICONC-000384,boa,RHD-S1809-01687,Bóa,ſ,355,RHD-S1809-00953,Müſſen,332,false,none,false,not_assessed
RHD-ICONC-000385,boa,RHD-S1809-01687,Bóa,ſ,355,RHD-S1809-01211,Sollen,342,false,none,false,not_assessed
RHD-ICONC-000386,bonoje,RHD-S1809-01689,Bonóje,Ich ſelbſt,355,RHD-S1809-00384,Eigen,313,false,none,false,not_assessed
RHD-ICONC-000387,bucu,RHD-S1809-01691,Bucú,iſt der allgemeine Name aller vierfüßigen zahmen Thiere,355,RHD-S1809-01478,Vieh,348,false,none,false,not_assessed
RHD-ICONC-000388,bula,RHD-S1809-01697,Bulá,Binden,355,RHD-S1809-00803,Knüpfen,326,false,none,false,not_assessed
RHD-ICONC-000389,bula,RHD-S1809-01697,Bulá,Binden,355,RHD-S1809-01415,Verbunden,347,false,none,false,not_assessed
RHD-ICONC-000390,buliruc,RHD-S1809-01698,Búliruc,es iſt gebunden,355,RHD-S1809-00267,Binden,309,false,none,false,not_assessed
RHD-ICONC-000391,bulirugameke,RHD-S1809-01699,Bulirúgameke,Gebundenes,355,RHD-S1809-00267,Binden,309,false,none,false,not_assessed
RHD-ICONC-000392,bura,RHD-S1809-01700,Búra,Hirſch,355,RHD-S1809-01035,Reh,336,false,none,false,not_assessed
RHD-ICONC-000393,caita,RHD-S1809-00034,caitá,"oder caitá, nein, nicht",353,RHD-S1809-00782,Keineswegs,326,false,none,false,not_assessed
RHD-ICONC-000394,caita,RHD-S1809-01706,Caitá,"Nein, nicht, ſ",355,RHD-S1809-00782,Keineswegs,326,false,none,false,not_assessed
RHD-ICONC-000395,cajena,RHD-S1809-01704,Cajena,"Vollenden, verfertigen, ausmachen",355,RHD-S1809-00413,Endigen,314,false,none,false,not_assessed
RHD-ICONC-000396,cau,RHD-S1809-01717,Caú,"Pferd, Roß",355,RHD-S1809-00562,Gaul,319,false,none,false,not_assessed
RHD-ICONC-000397,cau,RHD-S1809-01717,Caú,"Pferd, Roß",355,RHD-S1809-01297,Stute,345,false,none,false,not_assessed
RHD-ICONC-000398,cavolameke,RHD-S1809-01720,Cavólameke,"oder cavórameke, kugelförmig",355,RHD-S1809-00742,Hülſenfrucht,325,false,none,false,not_assessed
RHD-ICONC-000399,cavolameke,RHD-S1809-01720,Cavólameke,"oder cavórameke, kugelförmig",355,RHD-S1809-01055,Rund,338,false,none,false,not_assessed
RHD-ICONC-000400,coa,RHD-S1809-01695,Coá,Eſſen,355,RHD-S1809-00535,Freſſen,318,false,none,false,not_assessed
RHD-ICONC-000401,coajameke,RHD-S1809-01696,Coajameke,das Eſſen,355,RHD-S1809-01221,Speiſe,342,false,none,false,not_assessed
RHD-ICONC-000402,cocola,RHD-S1809-01725,Cocolá,Krank ſeyn,355,RHD-S1809-00184,Bauchgrimmen haben,307,false,none,false,not_assessed
RHD-ICONC-000403,cocola,RHD-S1809-01725,Cocolá,Krank ſeyn,355,RHD-S1809-01176,Seitenſtechen,340,false,none,false,not_assessed
RHD-ICONC-000404,colaguitaje,RHD-S1809-01735,Colaguitaje,"Daher, deswegen, damit, darum, ſ",355,RHD-S1809-00324,Derswegen,312,false,none,false,not_assessed
RHD-ICONC-000405,colaguitaje,RHD-S1809-01735,Colaguitaje,"Daher, deswegen, damit, darum, ſ",355,RHD-S1809-00548,Für,319,false,none,false,not_assessed
RHD-ICONC-000406,cologuaca,RHD-S1809-01738,Cologuáca,ſ,355,RHD-S1809-00625,Glaskorallen,322,false,none,false,not_assessed
RHD-ICONC-000407,cotschi,RHD-S1809-01744,Cotſchi,Schwein,355,RHD-S1809-01079,Sau,338,false,none,false,not_assessed
RHD-ICONC-000408,cotschimeameke,RHD-S1809-01747,Cotſchimeameke,Ein Schlafender,355,RHD-S1809-00394,Eingeſchläfert,314,false,none,false,not_assessed
RHD-ICONC-000409,cuna,RHD-S1809-01756,Cuná,Ehemann,356,RHD-S1809-00593,Gemahl,320,false,none,false,not_assessed
RHD-ICONC-000410,cuneameke,RHD-S1809-01757,Cunéameke,Verheurathete Weibsperson,356,RHD-S1809-00370,Ehelos,313,false,none,false,not_assessed
RHD-ICONC-000411,cuneameke,RHD-S1809-01757,Cunéameke,Verheurathete Weibsperson,356,RHD-S1809-00378,Eheweib,313,false,none,false,not_assessed
RHD-ICONC-000412,cuneameke,RHD-S1809-01757,Cunéameke,Verheurathete Weibsperson,356,RHD-S1809-01436,Verheyrathet,347,false,none,false,not_assessed
RHD-ICONC-000413,cusigueameke,RHD-S1809-01760,Cusiguéameke,"Der einen Stab oder Stecken hat, ſ",356,RHD-S1809-00337,Dorfrichter,312,false,none,false,not_assessed
RHD-ICONC-000414,cusiki,RHD-S1809-01761,Cusíki,"Holz, Stab, Stecken, Prügel",356,RHD-S1809-00189,Baum,307,false,none,false,not_assessed
RHD-ICONC-000415,cusiki,RHD-S1809-01761,Cusíki,"Holz, Stab, Stecken, Prügel",356,RHD-S1809-00337,Dorfrichter,312,false,none,false,not_assessed
RHD-ICONC-000416,cusiki,RHD-S1809-01761,Cusíki,"Holz, Stab, Stecken, Prügel",356,RHD-S1809-00412,Elle,314,false,none,false,not_assessed
RHD-ICONC-000417,cusiki,RHD-S1809-01761,Cusíki,"Holz, Stab, Stecken, Prügel",356,RHD-S1809-00804,Knüttel,326,false,none,false,not_assessed
RHD-ICONC-000418,cusiki,RHD-S1809-01761,Cusíki,"Holz, Stab, Stecken, Prügel",356,RHD-S1809-01057,Ruthe,338,false,none,false,not_assessed
RHD-ICONC-000419,cuvala,RHD-S1809-01767,Cuvála,"Gipfel, Spitze",356,RHD-S1809-00621,"Giebel, Gipfel",322,false,none,false,not_assessed
RHD-ICONC-000420,cuvala,RHD-S1809-01767,Cuvála,"Gipfel, Spitze",356,RHD-S1809-01255,Stachel,343,false,none,false,not_assessed
RHD-ICONC-000421,cuvirusi,RHD-S1809-01769,Cuviruſi,ſ,356,RHD-S1809-00644,Gries,322,false,none,false,not_assessed
RHD-ICONC-000422,cuvirusi,RHD-S1809-01769,Cuviruſi,ſ,356,RHD-S1809-01541,Waizen,350,false,none,false,not_assessed
RHD-ICONC-000423,eke,RHD-S1809-01774,Eke,"Zumachen, ſperren, ſchließen",356,RHD-S1809-00404,Einſchließen,314,false,none,false,not_assessed
RHD-ICONC-000424,eke,RHD-S1809-01774,Eke,"Zumachen, ſperren, ſchließen",356,RHD-S1809-01453,Verriegeln,348,false,none,false,not_assessed
RHD-ICONC-000425,eke,RHD-S1809-01774,Eke,"Zumachen, ſperren, ſchließen",356,RHD-S1809-01457,Verſchlieſſen,348,false,none,false,not_assessed
RHD-ICONC-000426,eke,RHD-S1809-01774,Eke,"Zumachen, ſperren, ſchließen",356,RHD-S1809-01461,Verſperren,348,false,none,false,not_assessed
RHD-ICONC-000427,eke,RHD-S1809-01774,Eke,"Zumachen, ſperren, ſchließen",356,RHD-S1809-01633,Zuſchließen,353,false,none,false,not_assessed
RHD-ICONC-000428,eki,RHD-S1809-01775,Eki,ſ,356,RHD-S1809-00336,Doppelt,312,false,none,false,not_assessed
RHD-ICONC-000429,eki,RHD-S1809-01775,Eki,ſ,356,RHD-S1809-01480,Viel,348,false,none,false,not_assessed
RHD-ICONC-000430,eki,RHD-S1809-01927,Eki,Beißen,359,RHD-S1809-00336,Doppelt,312,false,none,false,not_assessed
RHD-ICONC-000431,eki,RHD-S1809-01927,Eki,Beißen,359,RHD-S1809-01480,Viel,348,false,none,false,not_assessed
RHD-ICONC-000432,ekitschipi,RHD-S1809-01781,Ekítschipí,Sehr wenig,356,RHD-S1809-01480,Viel,348,false,none,false,not_assessed
RHD-ICONC-000433,ela,RHD-S1809-01782,Elá,"Verlangen, begehren",356,RHD-S1809-01566,Wollen,351,false,none,false,not_assessed
RHD-ICONC-000434,ela,RHD-S1809-01782,Elá,"Verlangen, begehren",356,RHD-S1809-01568,Wünſchen,351,false,none,false,not_assessed
RHD-ICONC-000435,elabi,RHD-S1809-01783,Élabí,Nur das,356,RHD-S1809-00981,Nur,334,false,none,false,not_assessed
RHD-ICONC-000436,elaca,RHD-S1809-01784,Eláca,Menschenblut,356,RHD-S1809-00279,Blut,309,false,none,false,not_assessed
RHD-ICONC-000437,elaca,RHD-S1809-01784,Eláca,Menschenblut,356,RHD-S1809-00570,Geblüt,320,false,none,false,not_assessed
RHD-ICONC-000438,epuaje,RHD-S1809-01785,Epúaje,"oder epúje, Aufmachen",356,RHD-S1809-00141,"Aufmachen, d. i. öffnen",304,false,none,false,not_assessed
RHD-ICONC-000439,epuaje,RHD-S1809-01785,Epúaje,"oder epúje, Aufmachen",356,RHD-S1809-00441,Eröffnen,315,false,none,false,not_assessed
RHD-ICONC-000440,epuaje,RHD-S1809-01785,Epúaje,"oder epúje, Aufmachen",356,RHD-S1809-00987,Oeffnen,334,false,none,false,not_assessed
RHD-ICONC-000441,eru,RHD-S1809-01788,Erú,"Ja, ſ",356,RHD-S1809-00754,Ja,325,false,none,false,not_assessed
RHD-ICONC-000442,eskiate,RHD-S1809-01790,Eskíate,Ist eine vom türkischen Waizengries dünn eingekochte Suppe,356,RHD-S1809-01541,Waizen,350,false,none,false,not_assessed
RHD-ICONC-000443,euke,RHD-S1809-01780,Euke,Es iſt zu,356,RHD-S1809-01121,Schließen,339,false,none,false,not_assessed
RHD-ICONC-000444,euke,RHD-S1809-01780,Euke,Es iſt zu,356,RHD-S1809-01225,Sperren,342,false,none,false,not_assessed
RHD-ICONC-000445,euke,RHD-S1809-01780,Euke,Es iſt zu,356,RHD-S1809-01457,Verſchlieſſen,348,false,none,false,not_assessed
RHD-ICONC-000446,gala,RHD-S1809-01797,Galá,Gut,356,RHD-S1809-00937,Mild,332,false,none,false,not_assessed
RHD-ICONC-000447,gala,RHD-S1809-01797,Galá,Gut,356,RHD-S1809-01135,Schön,339,false,none,false,not_assessed
RHD-ICONC-000448,galandria,RHD-S1809-01800,Galándria,s,356,RHD-S1809-01492,Vogel,349,false,none,false,not_assessed
RHD-ICONC-000449,gane,RHD-S1809-01802,Gané,Recht gut,357,RHD-S1809-00015,Acht haben,301,false,none,false,not_assessed
RHD-ICONC-000450,gane,RHD-S1809-01802,Gané,Recht gut,357,RHD-S1809-00142,Aufmerken,304,false,none,false,not_assessed
RHD-ICONC-000451,ganeliameke,RHD-S1809-01804,Ganeliameke,"Der geſund iſt, dem es gut geht",357,RHD-S1809-00632,Glücklich,322,false,none,false,not_assessed
RHD-ICONC-000452,ganeliameke,RHD-S1809-01804,Ganeliameke,"Der geſund iſt, dem es gut geht",357,RHD-S1809-01187,Selig,341,false,none,false,not_assessed
RHD-ICONC-000453,ganileliki,RHD-S1809-01805,Ganileliki,Glückſeligkeit,357,RHD-S1809-00606,Geſundheit,321,false,none,false,not_assessed
RHD-ICONC-000454,ganileliki,RHD-S1809-01805,Ganileliki,Glückſeligkeit,357,RHD-S1809-00672,Heil,324,false,none,false,not_assessed
RHD-ICONC-000455,ganileliki,RHD-S1809-01805,Ganileliki,Glückſeligkeit,357,RHD-S1809-01188,Seligkeit,341,false,none,false,not_assessed
RHD-ICONC-000456,ganileruje,RHD-S1809-01806,Ganileruje,Glückſelig machen,357,RHD-S1809-00634,Glückſeligmachen,322,false,none,false,not_assessed
RHD-ICONC-000457,gasso,RHD-S1809-01811,Gaſſó,Brennſchwamm,357,RHD-S1809-00297,Brennholz,310,false,none,false,not_assessed
RHD-ICONC-000458,gatiki,RHD-S1809-01812,Gatiki,"oder gatiki, Wohnen, ſich wo befinden, ſeyn, ſ",357,RHD-S1809-00886,Liegen,330,false,none,false,not_assessed
RHD-ICONC-000459,gatiki,RHD-S1809-01812,Gatiki,"oder gatiki, Wohnen, ſich wo befinden, ſeyn, ſ",357,RHD-S1809-01263,Stehen,344,false,none,false,not_assessed
RHD-ICONC-000460,gua,RHD-S1809-01814,Guá,"Schilf, Rohr",357,RHD-S1809-01001,Pfeil,335,false,none,false,not_assessed
RHD-ICONC-000461,guaca,RHD-S1809-01815,Guáca,"Pfeil, s",357,RHD-S1809-00682,Her,324,false,none,false,not_assessed
RHD-ICONC-000462,guagua,RHD-S1809-01816,Guaguá,"Schlingen, schlucken",357,RHD-S1809-00714,Hinabſchlingen,324,false,none,false,not_assessed
RHD-ICONC-000463,guagua,RHD-S1809-01816,Guaguá,"Schlingen, schlucken",357,RHD-S1809-01458,Verſchlingen,348,false,none,false,not_assessed
RHD-ICONC-000464,gualeke,RHD-S1809-01823,Gualéke,"Vielleicht, Etwan",357,RHD-S1809-00462,Etwann,315,false,none,false,not_assessed
RHD-ICONC-000465,gualineke,RHD-S1809-01824,Gualíneke,"Hurtig, ſchneller Läufer",357,RHD-S1809-00209,Behend,308,false,none,false,not_assessed
RHD-ICONC-000466,gualineke,RHD-S1809-01824,Gualíneke,"Hurtig, ſchneller Läufer",357,RHD-S1809-00599,Geſchwind,320,false,none,false,not_assessed
RHD-ICONC-000467,guami,RHD-S1809-01825,Guamí,"Dort, weit, s",357,RHD-S1809-00712,Himmel,324,false,none,false,not_assessed
RHD-ICONC-000468,guamina,RHD-S1809-01826,Guaminá,Weiter fort,357,RHD-S1809-01488,Vierzehn,349,false,none,false,not_assessed
RHD-ICONC-000469,guamina,RHD-S1809-01826,Guaminá,Weiter fort,357,RHD-S1809-01642,Zwölfmal,353,false,none,false,not_assessed
RHD-ICONC-000470,guatschiki,RHD-S1809-01832,Guatschíki,s,357,RHD-S1809-01204,Skorpion,341,false,none,false,not_assessed
RHD-ICONC-000471,guaugueke,RHD-S1809-01818,Guauguéke,gebratenes Fleisch,357,RHD-S1809-00290,Braten,310,false,none,false,not_assessed
RHD-ICONC-000472,gubirusi,RHD-S1809-01983,Gubírusi,"oder Gubírusi, s",360,RHD-S1809-00644,Gries,322,false,none,false,not_assessed
RHD-ICONC-000473,gue,RHD-S1809-01834,Gué,Erde,357,RHD-S1809-00241,Beſitzen,308,false,none,false,not_assessed
RHD-ICONC-000474,gue,RHD-S1809-01834,Gué,Erde,357,RHD-S1809-00337,Dorfrichter,312,false,none,false,not_assessed
RHD-ICONC-000475,guechpiruc,RHD-S1809-01835,Guéchpiruc,"Gepeitscht, gegeisselt",357,RHD-S1809-00586,Geißeln,320,false,none,false,not_assessed
RHD-ICONC-000476,guechpisoco,RHD-S1809-01837,Guechpiſóco,"Peitſchen, geißeln",357,RHD-S1809-01018,Prügeln,336,false,none,false,not_assessed
RHD-ICONC-000477,guechpisoco,RHD-S1809-01837,Guechpiſóco,"Peitſchen, geißeln",357,RHD-S1809-01261,Stäupen,344,false,none,false,not_assessed
RHD-ICONC-000478,gueke,RHD-S1809-01842,Guéke,"Koth, Leim, s",357,RHD-S1809-00867,Lehm,329,false,none,false,not_assessed
RHD-ICONC-000479,guelameke,RHD-S1809-01843,Guelámeke,altes Weib,357,RHD-S1809-00085,Alt,302,false,none,false,not_assessed
RHD-ICONC-000480,guelu,RHD-S1809-01846,Guelú,"Groß, lang",357,RHD-S1809-01258,Stange,343,false,none,false,not_assessed
RHD-ICONC-000481,guelube,RHD-S1809-01847,Guelube,"Größer, länger",357,RHD-S1809-00451,Erweitern,315,false,none,false,not_assessed
RHD-ICONC-000482,guelube,RHD-S1809-01847,Guelube,"Größer, länger",357,RHD-S1809-00652,Groß,323,false,none,false,not_assessed
RHD-ICONC-000483,guelube,RHD-S1809-01847,Guelube,"Größer, länger",357,RHD-S1809-01434,Vergrößern,347,false,none,false,not_assessed
RHD-ICONC-000484,guenomi,RHD-S1809-01849,Guenomi,ſ,357,RHD-S1809-00275,Blech,309,false,none,false,not_assessed
RHD-ICONC-000485,guenomi,RHD-S1809-01849,Guenomi,ſ,357,RHD-S1809-00453,Erz,315,false,none,false,not_assessed
RHD-ICONC-000486,guenomi,RHD-S1809-01849,Guenomi,ſ,357,RHD-S1809-00589,Geld,320,false,none,false,not_assessed
RHD-ICONC-000487,guenomi,RHD-S1809-01849,Guenomi,ſ,357,RHD-S1809-00929,Metall,331,false,none,false,not_assessed
RHD-ICONC-000488,guenomi,RHD-S1809-01849,Guenomi,ſ,357,RHD-S1809-01004,Pfennig,335,false,none,false,not_assessed
RHD-ICONC-000489,guenomi,RHD-S1809-01849,Guenomi,ſ,357,RHD-S1809-01608,Zinn,352,false,none,false,not_assessed
RHD-ICONC-000490,gueva,RHD-S1809-01853,Guéva,"Fürwahr, s",357,RHD-S1809-00619,Gewiß,322,false,none,false,not_assessed
RHD-ICONC-000491,gueva,RHD-S1809-01853,Guéva,"Fürwahr, s",357,RHD-S1809-01164,Schwören,340,false,none,false,not_assessed
RHD-ICONC-000492,gueva,RHD-S1809-01853,Guéva,"Fürwahr, s",357,RHD-S1809-01513,Wahrhaftig,349,false,none,false,not_assessed
RHD-ICONC-000493,guiki,RHD-S1809-01855,Guiki,Annehmen,357,RHD-S1809-01499,Vor,349,false,none,false,not_assessed
