source_ocr_line,direction,printed_page,pdf_page,text
5563,DE-RAR,338,48,fnacameke. Es iſt roth. 
5564,DE-RAR,338,48,Tieftana. 
5567,DE-RAR,338,48,Rücken. Bucaligun. 
5569,DE-RAR,338,48,"Ruͤckwaͤrts. Bucalı, "
5571,DE-RAR,338,48,"Rufen. Bis. Rufend, Bajea- "
5572,DE-RAR,338,48,"meke. Gekufen, Bajeliruc, "
5573,DE-RAR,338,48,"Rufen ſollen, bajemela. "
5575,DE-RAR,338,48,"Ruͤhren, in einander miſchen. "
5576,DE-RAR,338,48,Hologua. 
5578,DE-RAR,338,48,"Rund, wie eine Kugel. Car d- "
5579,DE-RAR,338,48,"lame ke, cavorameke, wie "
5580,DE-RAR,338,48,"ein Kreis, tlchitülameke. "
5582,DE-RAR,338,48,"Runde. Lichicula, "
5584,DE-RAR,338,48,Ruthe. Cusiki. 
5587,DE-RAR,338,48,S. 
5590,DE-RAR,338,48,Saͤbel. Malagala. 
5592,DE-RAR,338,48,Sache. Nanamüti. 
5594,DE-RAR,338,48,Saale Keliki. f 
5596,DE-RAR,338,48,"Saen. Echtfcha, Saen fellen, "
5597,DE-RAR,338,48,"echtſämela. Geſaͤet, Echuchi- "
5598,DE-RAR,338,48,rue. 
5600,DE-RAR,338,48,"Ra. Tfani, Riüje. Sag es, "
5602,DE-RAR,338,48,"Saitenſpiel, Raveli. ſ. Geige. "
5604,DE-RAR,338,48,"Saite. Tejaca, "
5606,DE-RAR,338,48,Salat. Tichinäca. ſ. Kraut. 
5608,DE-RAR,338,48,"Salben. Tfchurfcha. Geſalbt, "
5609,DE-RAR,338,48,Tichutfcheliameke. 
5611,DE-RAR,338,48,Salbung. Tlchutlchelila. 
5613,DE-RAR,338,48,Salz Honaca. 5 
5615,DE-RAR,338,48,Saamen. Taliki. 
5617,DE-RAR,338,48,Sammeln. Napabũ. Man muß 
5618,DE-RAR,338,48,"ſammeln, napabünela. "
5620,DE-RAR,338,48,"Sammt. Napa, nape. "
5622,DE-RAR,338,48,"Sand, Saaté. "
5625,DE-RAR,338,48,eee eee 
5628,DE-RAR,338,48,U NNN\ 
5629,DE-RAR,339,49,r 
5630,DE-RAR,339,49,. 3 Er * 8 
5633,DE-RAR,339,49,Deutſch Tarahumar'ſches 
5636,DE-RAR,339,49,"Sandig, Sıateameke. "
5638,DE-RAR,339,49,"Sanft, das Rebenwort. Re- "
5639,DE-RAR,339,49,liki. 7 
5641,DE-RAR,339,49,Satan. Ssriamehe. 
5643,DE-RAR,339,49,Sattel. Peraca. f. Packſattel. 
5644,DE-RAR,339,49,und Reutzeug⸗ f 
5646,DE-RAR,339,49,"Eatieln. Peıe, "
5648,DE-RAR,339,49,Sau Coticht. 
5650,DE-RAR,339,49,"Saufer; Pahismeke, "
5652,DE-RAR,339,49,Saugen. Tichitfeht. 
5654,DE-RAR,339,49,Säugling. Tichivichiameke. 
5656,DE-RAR,339,49,"Schaben, Schuch. a "
5658,DE-RAR,339,49,Schaden. Cocörufe. 
5660,DE-RAR,339,49,Schaf Pouguacs ſ. Lamm. 
5662,DE-RAR,339,49,Schafhirt. Pouguä naſſçameke. 
5664,DE-RAR,339,49,"Schafpelz. a guitichfia, "
5666,DE-RAR,339,49,Schaffen. Nala. 
5668,DE-RAR,339,49,"Schale, Rinde. Kachsla. "
5669,DE-RAR,339,49,Trinkſchale ſ. Becher. 
5671,DE-RAR,339,49,"SOSE Tiei, "
5673,DE-RAR,339,49,Scharf. Tfchutärugameke. 
5675,DE-RAR,339,49,Schärfen. Tichuta. 
5677,DE-RAR,339,49,"Schaͤtzen, ehren, Noine. "
5679,DE-RAR,339,49,Scheuen Nine. Retegud. 
5681,DE-RAR,339,49,Schedel. Mooln. 
5683,DE-RAR,339,49,Scheere. Nifsila. 
5686,DE-RAR,339,49,"Scheffel, f. Getreidemanß. "
5689,DE-RAR,339,49,Scheibe. Tiehitula. 
5691,DE-RAR,339,49,Scheinen. RachelEe Es ſchel⸗ 
5692,DE-RAR,339,49,"net mir, ich halte dafür. "
5693,DE-RAR,339,49,Majè. 
5695,DE-RAR,339,49,Schelle. Tamule. 
5697,DE-RAR,339,49,"Scherben, zerbrochenes Ge⸗ "
5698,DE-RAR,339,49,ſchirr. Cafſiniki. Gaſſirüga- 
5701,DE-RAR,339,49,meke. 
5704,DE-RAR,339,49,Schermaus. Tepd. 
5707,DE-RAR,339,49,Schermeſſer. Tepigaca. x 
5708,DE-RAR,339,49,Scherzen. Teeik. Scherzend/ 
5709,DE-RAR,339,49,"im Scherz, te eja. "
5711,DE-RAR,339,49,Scherzhaft. Teeja. 
5713,DE-RAR,339,49,Scheuen. Ikitsiki. 
5715,DE-RAR,339,49,Schicken. Hula. 
5717,DE-RAR,339,49,Schienbein. Tabeläca. 
5719,DE-RAR,339,49,"Schilf, Gua. "
5721,DE-RAR,339,49,Schimmeln. Muja. Es ſchim⸗ 
5723,DE-RAR,339,49,"melt ſchon, mujabs. "
5724,DE-RAR,339,49,Schim⸗ 
5727,DE-RAR,339,49,3 
5730,DE-RAR,339,49,n 
5733,DE-RAR,339,49,Woͤrterbuch. 
5736,DE-RAR,339,49,ee Repägameke. 
5737,DE-RAR,339,49,"chimlich, Mujaſameke. 8 "
5738,DE-RAR,339,49,ichlachten. Mea. Geſchlachtet. 
5739,DE-RAR,339,49,Melirügameke. Es ift ger 
5740,DE-RAR,339,49,"ſchlachtet, melirüc. "
5741,DE-RAR,339,49,schlaf. Cottchisi. 
5744,DE-RAR,339,49,"schlafen, Corfchime. Schla⸗ "
5747,DE-RAR,339,49,"fend, cotfchiimeameke, Sich "
5748,DE-RAR,339,49,"grade aus, nach der Laͤnge "
5749,DE-RAR,339,49,"ſchlafen legen, born. "
5750,DE-RAR,339,49,"ſchlaͤfrig. Cotichlameke, "
5751,DE-RAR,339,49,schlagen. Guechpifgeo. 
5752,DE-RAR,339,49,"schlangen. Schino, oder Schi- "
5753,DE-RAR,339,49,noco. In Amerifa giebt 
5754,DE-RAR,339,49,es verſchiedene Schlangen⸗ 
5757,DE-RAR,339,49,arten. Hier folgen einige 
5760,DE-RAR,339,49,Benennungen derſelben. 
5761,DE-RAR,339,49,Bacala:fchi iſt eine Art lan⸗ 
5764,DE-RAR,339,49,"ger und dicker Schlangen, "
5767,DE-RAR,339,49,davon es ſehr viele Bat: 
5768,DE-RAR,339,49,tungen in jenem Gebirge 
5769,DE-RAR,339,49,giebt. Sie verſchlingen 
5770,DE-RAR,339,49,mit Haut und Haaren ganze 
5771,DE-RAR,339,49,"Koͤnigshaſen, wie einer aus "
5774,DE-RAR,339,49,dem Bauche einer ſolchen 
5777,DE-RAR,339,49,Schlange vor meinen Au⸗ 
5778,DE-RAR,339,49,"gen, aber ganz gequetſcht, "
5779,DE-RAR,339,49,herausgeſchnitten worden 
5780,DE-RAR,339,49,iſt. Die allergroͤßten 
5781,DE-RAR,339,49,"Schlangen, die ſchrecklich "
5782,DE-RAR,339,49,"anzuſehen ſind, verlaſſen "
5783,DE-RAR,339,49,"ihre Hoͤhlen nicht, ſondern "
5784,DE-RAR,339,49,"kriechen nur heraus, und "
5787,DE-RAR,339,49,rollen ſich ſchneckenfoͤrmig 
5790,DE-RAR,339,49,an der Sonne. Was ihre 
5791,DE-RAR,339,49,"Nahrung ſey, kann man "
5794,DE-RAR,339,49,Er leicht errathen. Man 
5797,DE-RAR,340,50,"agte mir, daß fie, wenn "
5798,DE-RAR,340,50,ein Haſe oder Kaninchen 
5799,DE-RAR,340,50,"in ihre Gegend geräth, fie "
5800,DE-RAR,340,50,mit der Zunge und ihren 
5801,DE-RAR,340,50,Yusdünftungen fo lange 
5802,DE-RAR,340,50,"fpiele, bis das Thierchen "
5803,DE-RAR,340,50,"davon betäubt wird, ſich "
5804,DE-RAR,340,50,"hebt, und anſtatt ſich zu "
5805,DE-RAR,340,50,"keiten, in den Rachen "
5808,DE-RAR,340,50,239 
5811,DE-RAR,340,50,ſpringt. Bahumali iſt eine 
5812,DE-RAR,340,50,andere Gattung der Schlan⸗ 
5813,DE-RAR,340,50,gen mit ſchwarzen und gold⸗ 
5814,DE-RAR,340,50,"farbigen Flecken, ſehr groß, "
5815,DE-RAR,340,50,die aber dem Menſchen nicht 
5816,DE-RAR,340,50,ſchadet. Guaichipo iſt eine 
5817,DE-RAR,340,50,Schlange mit einem ro⸗ 
5818,DE-RAR,340,50,then Schwanze. Es giebt 
5819,DE-RAR,340,50,"auch Klapperſchlangen, die, "
5820,DE-RAR,340,50,"weſi ſie ſchleichen, ein ſchel⸗ "
5821,DE-RAR,340,50,"lendes Getös machen Dies, "
5822,DE-RAR,340,50,ſes Getos entſteht aus 
5823,DE-RAR,340,50,"einer ſchuppigten Klapper, "
5824,DE-RAR,340,50,die fie am Schwanze haben. 
5825,DE-RAR,340,50,"Man hoͤrt den Schall, und "
5826,DE-RAR,340,50,kann ihr ausweichen. Die 
5827,DE-RAR,340,50,"Tarähumaren jagen, daß "
5828,DE-RAR,340,50,ſie eben ſo viele Jahre 
5829,DE-RAR,340,50,"‚zähle, als fie dergleichen "
5830,DE-RAR,340,50,dürre Schuppenglieder an 
5831,DE-RAR,340,50,ihrem Schwanze hat. 2 
5832,DE-RAR,340,50,"chleifen. Tichua, "
5833,DE-RAR,340,50,"Schleunig, Gualineke. Beſago. "
5834,DE-RAR,340,50,"Schließen Ecke, Geſchloſſen, "
5835,DE-RAR,340,50,"- eruke, J 65 "
5836,DE-RAR,340,50,"Schlimm. Tfei, Schlimmer, "
5837,DE-RAR,340,50,"\ Tieuibe, N 5 "
5838,DE-RAR,340,50,"Schlinge. Büile, ſ. Strick. "
5839,DE-RAR,340,50,Schlingen. Guagua. 
5840,DE-RAR,340,50,Schluͤſſel Epuläcc. 6 
5841,DE-RAR,340,50,Schmackhaft. Ieue ga. _ 
5842,DE-RAR,340,50,Schrauben Tab Tiehutlchü: . 
5845,DE-RAR,340,50,"Schmerz. Teſſiguala, "
5848,DE-RAR,340,50,"Schmieren. Tichutſcha, "
5849,DE-RAR,340,50,Schnee. Kepalili. 
5850,DE-RAR,340,50,Schneiden. Tepulä. 
5851,DE-RAR,340,50,"Sich ſchneiden, guäkı. "
5852,DE-RAR,340,50,"chnell. Guslineke, "
5855,DE-RAR,340,50,"Schneyen. Es ſchneyet, Kepä; "
5856,DE-RAR,340,50,"Schön. Gala. 1 , "
5859,DE-RAR,340,50,Schooß. Röpäla. 
5861,DE-RAR,340,50,Schoͤpfen. Pabahi. 
5863,DE-RAR,340,50,Schöpfer; Nerejameke. 
5865,DE-RAR,340,50,Schon. Ba. Iſt ein Anhangs⸗ 
5866,DE-RAR,340,50,"wort, und wird den Zeitz "
5869,DE-RAR,340,50,woͤrtern beygefuͤgt. Als; 
5870,DE-RAR,340,50,"Y 2 tim, "
5873,DE-RAR,340,50,r 
5876,DE-RAR,340,50,. ͤ — en ng * . 
5877,DE-RAR,340,50,7 e Nr 7 
5880,DE-RAR,340,50,340 
5883,DE-RAR,340,50,"ſimi, gehen, simiba, er, "
5884,DE-RAR,340,50,aber es gehet ſchon. In 
5885,DE-RAR,340,50,der vergangenen Zeit aber 
5886,DE-RAR,340,50,wird das ö in pa veraͤn⸗ 
5887,DE-RAR,340,50,"dert, als: fimilepa, er, "
5888,DE-RAR,340,50,"oder, es iſt ſchon gegangen. "
5889,DE-RAR,340,50,Schoͤps. ougua pitichabura- 
5890,DE-RAR,340,50,meh e. N 15 
5891,DE-RAR,340,50,"Schrecken, das Zeitwort. Ma- "
5892,DE-RAR,340,50,häruje. ö 
5893,DE-RAR,340,50,Schreiben. Hoſſeis. 
5894,DE-RAR,340,50,Schreiten. Hoje Simi. 
5895,DE-RAR,340,50,"Schreyen. sin, "
5896,DE-RAR,340,50,Schrift. Hollellki. 
5897,DE-RAR,340,50,"Schuh. Kocac, Dieſer be⸗ "
5898,DE-RAR,340,50,ſteht nur aus einer Sohle. 
5899,DE-RAR,340,50,ſ. Sohle. | 
5900,DE-RAR,340,50,Schuld. Tfainajoliki. 
5901,DE-RAR,340,50,Schuͤler. Matichirujegameke: 
5902,DE-RAR,340,50,Schuͤrze. Guisms. f 
5903,DE-RAR,340,50,Schuͤſſel! Bechtoleke; 
5904,DE-RAR,340,50,Schwalbe. Souguepali.- 
5905,DE-RAR,340,50,Schwamm. Solaca. Caſſd. 
5906,DE-RAR,340,50,Schwanger. Potichiruügameke: 
5907,DE-RAR,340,50,Schwarz. Tlehocgmebe. 
5908,DE-RAR,340,50,Schweif. Calirfchrki. 
5909,DE-RAR,340,50,Schweigen. Mutſcna. 
5910,DE-RAR,340,50,Schwein. Cotſehl.. 
5911,DE-RAR,340,50,Schwermuͤthig. Teſſigusja⸗ 
5912,DE-RAR,340,50,meke. Tel-iv usti. 
5913,DE-RAR,340,50,Schwert. Malagala: 
5914,DE-RAR,340,50,Schweſter. Boni. h 
5915,DE-RAR,340,50,"Schwimmen, ſ. Baden. "
5916,DE-RAR,340,50,Schwitzen. Pauguina. 
5919,DE-RAR,340,50,"Schwißzſtube, Te nalcali. ſ. "
5922,DE-RAR,340,50,Badſtube⸗ . 
5923,DE-RAR,340,50,Schwoͤren. Das eigene Wort 
5924,DE-RAR,340,50,"mangelt, wenn ſie aber "
5925,DE-RAR,340,50,1 heben ſie die Hand 
5926,DE-RAR,340,50,Aa | 
5927,DE-RAR,340,50,"über dem Zeigefinger, und "
5928,DE-RAR,340,50,"ſprechen gueva Dion guitsje, "
5929,DE-RAR,340,50,oder Santa Crucitaje. ° 
5930,DE-RAR,340,50,"Schwungfeder. Mashaca, "
5931,DE-RAR,340,50,"Sechs, Pulaniki. "
5932,DE-RAR,340,50,Sechsmal. Pulaniſſa. 
5935,DE-RAR,340,50,legen den Daumen 
5938,DE-RAR,340,50,Deutſch Tarahumariſches 
5941,DE-RAR,340,50,Sechſter. Pufaniaje. 
5943,DE-RAR,340,50,Sechzehn. Macöck 
5944,DE-RAR,340,50,ſanik. a 1 
5946,DE-RAR,340,50,See. Pauguim mila. Paugui- 
5948,DE-RAR,340,50,man kt. 
5950,DE-RAR,340,50,"Seele. Halsguala, wird im "
5951,DE-RAR,340,50,Mangel eines andern Wor⸗ 
5952,DE-RAR,340,50,tes uneigentlich gefagt. 
5954,DE-RAR,340,50,Sehen. Nene. Retegud. Mat- 
5956,DE-RAR,340,50,"chi. Bloͤd, oder übel ſe⸗ "
5957,DE-RAR,340,50,"hen, tane ga matſchi, oder "
5960,DE-RAR,340,50,a mobs pu- 
5963,DE-RAR,340,50,"ne 8 td ga mätichi. Sieh, "
5964,DE-RAR,340,50,iq. wa | 
5965,DE-RAR,340,50,Sehe. Igue. 
5966,DE-RAR,340,50,"Seidenzeug. Tichiri, So "
5969,DE-RAR,340,50,"heißt überhanpt alles, was "
5970,DE-RAR,340,50,gewebt iſt. ſ. Gewebe. 
5971,DE-RAR,340,50,Seil. ufla. ſ. Strick. 
5974,DE-RAR,340,50,Secitenſtechen. Volsiga. Der 
5977,DE-RAR,340,50,"Tarahumar, welcher das "
5978,DE-RAR,340,50,"Seitenſtechen hat, druͤckt "
5979,DE-RAR,340,50,ſich in ſeiner Sprache alſo 
5980,DE-RAR,340,50,aus: Volsi gatlchiene oco- 
5981,DE-RAR,340,50,"lä, ich bin krank an Sei⸗ "
5982,DE-RAR,340,50,tenſtechen. Sie werden 
5983,DE-RAR,341,51,von dieſer Krankheit ge— 
5984,DE-RAR,341,51,meiniglich am Ende des 
5985,DE-RAR,341,51,"Herbſtes überfallen, wei "
5986,DE-RAR,341,51,fie das kalte Waſſer hinein: 
5987,DE-RAR,341,51,trinken. Gleich am Anfan⸗ 
5988,DE-RAR,341,51,ge hat man den meiſten zu 
5989,DE-RAR,341,51,ihrer Geneſung alſo gebol: 
5990,DE-RAR,341,51,fen: man nahm einen Vier⸗ 
5991,DE-RAR,341,51,"tel Bogen Papier, durch⸗ "
5992,DE-RAR,341,51,loͤcherte ihn mit der Spitze 
5993,DE-RAR,341,51,"einer Scheere, und beſtrich "
5994,DE-RAR,341,51,"es auf jener Seite, wo es "
5995,DE-RAR,341,51,"durch geſtochen worden, mit "
5996,DE-RAR,341,51,alten ungeſalznem Schmeer. 
5997,DE-RAR,341,51,Sodann wurde dieſes Pfla⸗ 
5998,DE-RAR,341,51,"ſter, (welches freylich et⸗ "
5999,DE-RAR,341,51,"was anderes, als ein euro: "
6000,DE-RAR,341,51,"paͤiſcher Umſchlag iſt), über "
6001,DE-RAR,341,51,"die Gluth gehalten, und "
6002,DE-RAR,341,51,nachdem man den Kranken 
6003,DE-RAR,341,51,befragt 
6006,DE-RAR,341,51,Woͤrterbuch. 
6009,DE-RAR,341,51,"befragt hatte, wo er die "
6010,DE-RAR,341,51,"Schmerzen empfinde, ſo "
6011,DE-RAR,341,51,"heiß, als er es erdulden "
6012,DE-RAR,341,51,"konnte, aufgebunden, In. "
6015,DE-RAR,341,51,kurzer Zeit hat ſich der 
6018,DE-RAR,341,51,Schmerz dieſer Orte verlo: 
6019,DE-RAR,341,51,ren und anderswo ange: 
6020,DE-RAR,341,51,meldet: aber mit wiederhol⸗ 
6021,DE-RAR,341,51,ten Erwarmen u. Auflegen 
6022,DE-RAR,341,51,des beſtrichenen Papieres 
6023,DE-RAR,341,51,verfolgſe man den Anſatz 
6024,DE-RAR,341,51,"des Seitenſtechens ſo lange, "
6025,DE-RAR,341,51,bis ſich die boͤſe Materie 
6026,DE-RAR,341,51,zertheilet und der Patient 
6027,DE-RAR,341,51,uͤber nichts mehr geklagt 
6028,DE-RAR,341,51,hat. Gleich am Anfange 
6029,DE-RAR,341,51,der Krankheit habe ich die⸗ 
6030,DE-RAR,341,51,ſes Mittel faſt allezeit be⸗ 
6032,DE-RAR,341,51,währt befunden. Wenn 
6035,DE-RAR,341,51,— 
6038,DE-RAR,341,51,aber eine ſchon innerliche 
6039,DE-RAR,341,51,"Faͤulung vorhanden iſt, der "
6042,DE-RAR,341,51,Kranke einen blutigen 
6043,DE-RAR,341,51,"Schleim aus wirft, und die "
6046,DE-RAR,341,51,"Lefzen ausgedorrt ſind, ſo "
6049,DE-RAR,341,51,iſt dieſes fonft fo heilfame 
6051,DE-RAR,341,51,"Mittel, nicht mehr zur Ret⸗ "
6052,DE-RAR,341,51,tung des Lebens hinlaͤnglich. 
6053,DE-RAR,341,51,"Breit. Er, dieſer ſelbſt. Igör- "
6054,DE-RAR,341,51,\ 1c1a. 
6055,DE-RAR,341,51,"Selig, Ganeliameke, "
6056,DE-RAR,341,51,"Seligkeit, Ganileliki. "
6057,DE-RAR,341,51,"Seligmachen, Ganileräje. "
6058,DE-RAR,341,51,"Senden, Hula. "
6059,DE-RAR,341,51,"Seyn, Hücu. Galäki oder gatiki, "
6060,DE-RAR,341,51,"wenn der Ort einer Perſon, "
6061,DE-RAR,341,51,"wo ſie iſt, ſich befindet, oder "
6064,DE-RAR,341,51,"wohnt, anzudeuten iſt. Wo "
6067,DE-RAR,341,51,"ein afuͤßiges Thier iſt, heiſt "
6068,DE-RAR,341,51,"es tlehuch, bey einer flieſ⸗ "
6069,DE-RAR,341,51,"ſenden Materie aber mani, "
6070,DE-RAR,341,51,"Sieben, Kitfaöco, "
6071,DE-RAR,341,51,"Siebenmal, Kitſaöſſa. "
6072,DE-RAR,341,51,"Siebenter, Kitlaöaje. "
6073,DE-RAR,341,51,"Siebenzehn, Macötk amoba "
6074,DE-RAR,341,51,Kkittséco. 
6075,DE-RAR,341,51,"Siebenzig, Kitſaöſſa macöck, "
6078,DE-RAR,341,51,N 
6081,DE-RAR,341,51,om 
6084,DE-RAR,341,51,341 
6087,DE-RAR,341,51,"Sieh, Cocojameke. "
6088,DE-RAR,341,51,"Sieden, Baflü. Siedend, baf- "
6089,DE-RAR,341,51,"füjameke. Geſotten, baſſi⸗ "
6090,DE-RAR,341,51,"riujameke, Es fiedet, baffü- "
6091,DE-RAR,341,51,W 
6092,DE-RAR,341,51,"Silber, ſ. Metall. "
6093,DE-RAR,341,51,Singen Guicara. 
6094,DE-RAR,341,51,"Sitz, Jaſſala. i "
6095,DE-RAR,341,51,"Sitzen, Jafa. . "
6096,DE-RAR,341,51,"Skorpion, Guatfehiki. Dies "
6097,DE-RAR,341,51,fer iſt einer groͤßern Eidechſe 
6098,DE-RAR,341,51,"aͤnlich. Jene aber, die man "
6099,DE-RAR,341,51,hier zu Lande Skorpionen 
6100,DE-RAR,341,51,"nennt, und krebsänlich find, "
6101,DE-RAR,341,51,"heiſſen Alacranes, und find "
6102,DE-RAR,341,51,allda ſehr häufig. Der 
6103,DE-RAR,341,51,Skorpion ſoll das giftigſte 
6104,DE-RAR,341,51,Thier unter allem Ungezie⸗ 
6105,DE-RAR,341,51,fer in Amerika ſeyn. 
6106,DE-RAR,341,51,"o, alſo. ſ. Alſo. Eben ſo, "
6109,DE-RAR,341,51,eri. 
6112,DE-RAR,341,51,S U [A 
6113,DE-RAR,341,51,"mapu revega, mapu "
6114,DE-RAR,341,51,Colsi. 5 1 
6115,DE-RAR,341,51,"Sohle, Guaratfehs. Kacae, Sie "
6116,DE-RAR,341,51,iſt v. rohem Leder nach dem 
6117,DE-RAR,341,51,Fuße geſchnitten und daran 
6118,DE-RAR,342,52,angebunden; ſonſt pflegen 
6119,DE-RAR,342,52,ſie keine Schuhe zu gebrau⸗ 
6120,DE-RAR,342,52,"chen, die ſie uͤberhaupt nicht "
6121,DE-RAR,342,52,gern tragen: deſſen Urſache 
6122,DE-RAR,342,52,"mir zu ſeyn ſcheint, weil ſie "
6123,DE-RAR,342,52,lieber zu Fuß als zu Pferde 
6124,DE-RAR,342,52,"reiſen, und da man in jenen "
6125,DE-RAR,342,52,Gebirgen oͤfters Fluͤſſe 
6126,DE-RAR,342,52,"durchwaten muß,, find fie "
6127,DE-RAR,342,52,"gern der Muͤhe uͤberhoben, "
6128,DE-RAR,342,52,die Schuhe aus- u. anzuzie⸗ 
6129,DE-RAR,342,52,hen. Die Weiber gehen 
6130,DE-RAR,342,52,allezeit mit ganz bloßen Fuͤ⸗ 
6131,DE-RAR,342,52,"ßen, woran man ſie auch "
6132,DE-RAR,342,52,"erkennt, da in der uͤbrigen "
6133,DE-RAR,342,52,"Leibesbedeckung, die eine "
6134,DE-RAR,342,52,"Kotze iſt, zwiſchen Männern "
6135,DE-RAR,342,52,und Weibern kein Unter: 
6136,DE-RAR,342,52,ſchied iſt. 
6137,DE-RAR,342,52,"Sohn, Nola. Der drittge⸗ "
6138,DE-RAR,342,52,"borne Sohn, polls "
6140,DE-RAR,342,52,"Sollen, "
6143,DE-RAR,342,52,Wr 
6146,DE-RAR,342,52,> LS TE - 
6147,DE-RAR,342,52,"wo, DEE er co SZ IIT TE "
6148,DE-RAR,342,52,N . A DEE EN IRINA 
6151,DE-RAR,342,52,342 
6154,DE-RAR,342,52,"Sollen, Mela, bod, poäf. "
6157,DE-RAR,342,52,A Muͤſſen 
6158,DE-RAR,342,52,"Sommer, Cuvelli. "
6159,DE-RAR,342,52,"Sonne, Taica. a "
6160,DE-RAR,342,52,"Sonſt, von der Zeit, Kia, kia. "
6161,DE-RAR,342,52,"ca, naja, "
6162,DE-RAR,342,52,"Sonſt, anderft, Segui. "
6163,DE-RAR,342,52,"Sorglos, Nalslameke. "
6164,DE-RAR,342,52,"Spalten, Närigue. "
6165,DE-RAR,342,52,"Spaͤt, Cugus "
6166,DE-RAR,342,52,"Spatzieren, Beſſel. "
6167,DE-RAR,342,52,"Speichel, Acaca. "
6168,DE-RAR,342,52,"Speiſe, Cosjameke. Gute, "
6169,DE-RAR,342,52,"ſchmackhafte Speiſe, coieua- "
6170,DE-RAR,342,52,"la. Patéma, tft eine in der "
6171,DE-RAR,342,52,Erde gebratene Speiſe. So 
6172,DE-RAR,342,52,machen ſie es auch mit den 
6173,DE-RAR,342,52,"Ochſenkoͤpfen, und nennen "
6174,DE-RAR,342,52,"dieſen Braten barbacda, der "
6175,DE-RAR,342,52,nicht unſchmackhaft iſt. Die 
6176,DE-RAR,342,52,"Art in der Erde zu braten, "
6177,DE-RAR,342,52,ſ. bey Aloe. i 
6178,DE-RAR,342,52,"Sperren, éke. Geſperrt, Eruke, "
6179,DE-RAR,342,52,"Speyen, Acatsi. "
6180,DE-RAR,342,52,Spiel. Eines der vornehm⸗ 
6181,DE-RAR,342,52,ſten Tarahumariſchen Spies 
6182,DE-RAR,342,52,"le ift Ualshipoa, welches mit "
6183,DE-RAR,342,52,"ihrem Namen Tarahumari, "
6184,DE-RAR,342,52,oder Taishumali gar wohl 
6185,DE-RAR,342,52,übereinfommt. Denn tala 
6186,DE-RAR,342,52,"Suß, und huma laufen, ma⸗ "
6187,DE-RAR,342,52,"chen das Wort Talahüwali, "
6188,DE-RAR,342,52,FKußlauler aus. Dieſes 
6189,DE-RAR,342,52,Wettſpiel im Rennen wird 
6190,DE-RAR,342,52,von 2Partheyen alſo gehal⸗ 
6193,DE-RAR,342,52,ten. Die Läufer ftellen ſich 
6196,DE-RAR,342,52,"in 2 Reihen, in deren Mitte "
6197,DE-RAR,342,52,die dazu gewaͤhlten Auf⸗ 
6200,DE-RAR,342,52,ſeher oder Schiedsmaͤnner 
6203,DE-RAR,342,52,ſtehen. Die Gewinnfaͤtze 
6204,DE-RAR,342,52,"werden zuſammengelegt, die "
6205,DE-RAR,342,52,oft nur in wenigen Pfeilen 
6206,DE-RAR,342,52,"beſtehen. Das Ziel, wohin "
6207,DE-RAR,342,52,"ſie laufen, und ven dannen "
6210,DE-RAR,342,52,bis auf den Kampfplatz wie⸗ 
6213,DE-RAR,342,52,"der zuruck ketzren ſollen, "
6216,DE-RAR,342,52,— NN 
6219,DE-RAR,342,52,Deutſch⸗Tarahumariſches 
6222,DE-RAR,342,52,"wird beſtimmt, welches of "
6223,DE-RAR,342,52,eine ſtarke Meile ausmacht 
6226,DE-RAR,342,52,Alsdann wird das Zeiche 
6229,DE-RAR,342,52,zum Rennen gegeben. Bo 
6230,DE-RAR,342,52,jeder Parthey liegt bey de 
6231,DE-RAR,342,52,Süßen eine von Holz ge 
6232,DE-RAR,342,52,chnittene Kugel. Sobal 
6235,DE-RAR,342,52,das Zeichen gegeben wird 
6238,DE-RAR,342,52,fangen ſie an zu rennen 
6239,DE-RAR,342,52,faſſen die Kugel mit de 
6240,DE-RAR,342,52,obern Flache des Fußes un 
6243,DE-RAR,342,52,werfen ſie ſtets laufend vor 
6246,DE-RAR,342,52,warts. Welche Parthe 
6247,DE-RAR,342,52,nun ehender mit der Kug⸗ 
6248,DE-RAR,342,52,in den Kampfplatz zuruͤch 
6249,DE-RAR,342,52,"koͤmmt, dieſe erhält den Sie "
6250,DE-RAR,342,52,und den Preiß. Wird abe 
6251,DE-RAR,342,52,die Kugel mit der Hand bi 
6252,DE-RAR,342,52,"rührt, ſoliſt das Spiel vet "
6253,DE-RAR,342,52,loren. Setzt ſich einer vo 
6254,DE-RAR,342,52,"den Mitlaͤufern nieder, | "
6255,DE-RAR,342,52,darf er nicht mehr mitiaı 
6256,DE-RAR,342,52,fen. Das ſind ihre Spie 
6257,DE-RAR,342,52,geſetze. Die Wettlaͤufe 
6258,DE-RAR,342,52,werden mit reutenden G. 
6259,DE-RAR,342,52,"fährden begleitet, aber d "
6262,DE-RAR,342,52,Pferde halten nicht aus. E 
6265,DE-RAR,343,53,"iſt zu bewundern, daß die "
6266,DE-RAR,343,53,"Laufer, ob fie. gleich von "
6267,DE-RAR,343,53,Kopf bis an die Fuͤße vo 
6268,DE-RAR,343,53,"Schweiſſe traͤufen, (den "
6269,DE-RAR,343,53,hiebey ſind ſie ganz ne 
6270,DE-RAR,343,53,"ckend,) ſich nachher bey e "
6273,DE-RAR,343,53,nem Bache das kalte Wag 
