source_ocr_line,direction,printed_page,pdf_page,text
2534,DE-RAR,318,28,"d. i, geöffer, oder langer "
2535,DE-RAR,318,28,"ma en. ro , 1 "
2536,DE-RAR,318,28,Erwiedern. Nachtstuje. 
2537,DE-RAR,318,28,Erz. Guenomi. 
2538,DE-RAR,318,28,"Erzeuger. Nong, fr. Vater. "
2539,DE-RAR,318,28,Erzgrube. Guenomeatsi. 
2542,DE-RAR,318,28,"Erzoͤrnen, ſich, sjondcoz eis "
2545,DE-RAR,318,28,"nen andern, ajöruje. "
2546,DE-RAR,318,28,"Eſel, Maulthier. NMära, ſ. "
2547,DE-RAR,318,28,Maulthier. 6. 
2548,DE-RAR,318,28,"Eſeltreiber. Halirue, oder Arik: "
2549,DE-RAR,318,28,ro vom ſpaniſchen. 5 
2550,DE-RAR,318,28,"Eſſen. Cod. Das Eſſen, die "
2552,DE-RAR,318,28,"Speiſe, cogjameke, "
2554,DE-RAR,318,28,Etwann. Gualéke. 15 
2555,DE-RAR,318,28,"a „ tachpłbi, "
2558,DE-RAR,318,28,"Etwas. -Rachpebi, tat "
2559,DE-RAR,318,28,"pileke, pile nanamuti. "
2560,DE-RAR,318,28,Qule. 
2563,DE-RAR,318,28,m ar vr 
2566,DE-RAR,318,28,— — . — — — 
2567,DE-RAR,318,28,EE ⁰ ˙wm1 !. ⅛ ln. IT NESN 
2570,DE-RAR,318,28,318 
2573,DE-RAR,318,28,. 
2576,DE-RAR,318,28,DD 
2579,DE-RAR,318,28,Eule. Ululd. 
2580,DE-RAR,318,28,Ey. Kauguaca. 
2583,DE-RAR,318,28,N 8. 
2586,DE-RAR,318,28,Fakel. Racheliki. Tſehopeke. 
2589,DE-RAR,318,28,Fallen. Guechtichiki. 
2590,DE-RAR,318,28,Fangen. Tiehapi. 
2591,DE-RAR,318,28,Kaſſen. Tebapi. 
2592,DE-RAR,318,28,Faſten. Jumagua. 
2595,DE-RAR,318,28,Kafttag. Jumagnaliki. Die 
2598,DE-RAR,318,28,Tarahumaren gebrauchen 
2599,DE-RAR,318,28,ſich auch dieſes Wortes um 
2600,DE-RAR,318,28,einen großen Faſttag anzu⸗ 
2603,DE-RAR,318,28,"deuten, obgleich ein Faſttag "
2606,DE-RAR,318,28,"eigentlich Jom-iki heißt, "
2608,DE-RAR,318,28,Faul. Naislamekle. 
2610,DE-RAR,318,28,Faulenzen. Nafsinäe. Fau⸗ 
2611,DE-RAR,318,28,lenzend im Faulenzen be⸗ 
2613,DE-RAR,318,28,"griffen, nalsinsja. Faulen. "
2614,DE-RAR,318,28,Muja Es faulet ſchon. Mu- 
2616,DE-RAR,318,28,"s jaba, Faul, gefault. Muja- "
2617,DE-RAR,318,28,"jameke, "
2619,DE-RAR,318,28,"Feder. Lupale, Mashäca. "
2622,DE-RAR,318,28,Fegen. Peisikt. 
2623,DE-RAR,318,28,Fehlen. Es fehlet. Roco. 
2624,DE-RAR,318,28,Feige indianiſche. Nopal. 
2627,DE-RAR,318,28,Dieſe Baͤume ſind zwar in 
2630,DE-RAR,318,28,unſerem Teutſchlande nicht 
2631,DE-RAR,318,28,"unbekannt, aber nur in "
2632,DE-RAR,318,28,Zwergengeſtalt. Der Baum 
2633,DE-RAR,318,28,aͤngt von einem Blatte an 
2634,DE-RAR,318,28,"zu wachſen, woraus mit "
2635,DE-RAR,318,28,der Zeit ein dicker und ho⸗ 
2636,DE-RAR,318,28,"her Stamm entſtehet, deſſen "
2637,DE-RAR,318,28,"Aeſte groſſe, dicke und halb⸗ "
2640,DE-RAR,318,28,"runde Blaͤtter ſind, an de⸗ F "
2643,DE-RAR,318,28,"ren Rande, zur Sommers⸗ "
2644,DE-RAR,318,28,zeit kleine Roͤschen von 
2645,DE-RAR,318,28,"krother, weißer oder gelber "
2646,DE-RAR,318,28,"Farbe, je nachdem die Gar⸗ "
2647,DE-RAR,318,28,"tung der Feigen iſt, her: "
2649,DE-RAR,318,28,"vorkommen, woraus endlich "
2650,DE-RAR,318,28,die Frucht wird. Nachdem 
2651,DE-RAR,318,28,"ſie reif geworden, werden "
2654,DE-RAR,318,28,ſie mit einer Stange her⸗ 
2657,DE-RAR,318,28,Deutſch „Tarahumariſches | 
2660,DE-RAR,318,28,abgeftoffen und im Graſe 
2661,DE-RAR,318,28,"gut herumgetrieben, damit "
2662,DE-RAR,318,28,"ſie die feinen Stacheln, mit "
2663,DE-RAR,318,28,welchen ſie um und um ver⸗ 
2664,DE-RAR,318,28,"ſehen ſind, verlieren. Sie "
2665,DE-RAR,318,28,"ſind der Schale, der Groͤße "
2666,DE-RAR,318,28,und der Geſtalt nach einer 
2667,DE-RAR,318,28,"Gurke aͤhnlich, nur daß ſie "
2668,DE-RAR,318,28,am Ende nicht ſo geſpitzt 
2669,DE-RAR,318,28,"ſind, und keine Warzen "
2670,DE-RAR,318,28,haben. Zum Genuße wird 
2671,DE-RAR,318,28,die Schale an beyden Enden 
2672,DE-RAR,318,28,"abgeſchnitten, die Feige von "
2673,DE-RAR,318,28,"oben herab getheilet, und "
2674,DE-RAR,318,28,die innerliche Frucht gegeſ⸗ 
2675,DE-RAR,318,28,"ſen, welche lauter kleine "
2676,DE-RAR,318,28,"| ie hat, und koͤſtlich "
2677,DE-RAR,318,28,ſchmecket. Die Spanier 
2678,DE-RAR,318,28,nennen dergleichen Feigen⸗ 
2679,DE-RAR,318,28,"waͤlder Tunai, Von dieſem "
2680,DE-RAR,318,28,"Baum iſt noch zu bemerken, "
2683,DE-RAR,318,28,"daß er, ſo dick auch der aus "
2684,DE-RAR,318,28,dicken harten erwachſene 
2687,DE-RAR,318,28,"Stamm iſt, mit einem wohl⸗ "
2688,DE-RAR,318,28,gefchärften Meſſer auf eins 
2689,DE-RAR,318,28,"mal gefället werden kann, "
2690,DE-RAR,318,28,weil er voll Saft und nicht 
2691,DE-RAR,318,28,"holzig iſt. Ein Blatt, das "
2692,DE-RAR,318,28,"abgeſchlagen wird, faulet "
2693,DE-RAR,318,28,"auf dem Boden nicht, ſon⸗ "
2694,DE-RAR,318,28,dern es bringt oft Bluͤthe 
2696,DE-RAR,318,28,"und Fruͤchte, und wird zu "
2697,DE-RAR,318,28,einem Baume. 
2699,DE-RAR,318,28,"Fein. Titakome, "
2701,DE-RAR,318,28,Feld. Boſſa. 5 
2703,DE-RAR,318,28,Fell. Bougussiki. 
2705,DE-RAR,318,28,Felſen. Tecuteke. Br 
2707,DE-RAR,318,28,Fertig. Es ift fertig. Caje- 
2708,DE-RAR,318,28,apa. 0 5 N 
2710,DE-RAR,318,28,Feſt. Igueameke. Peguamek é. 
2712,DE-RAR,318,28,eſtmachen. Igueruje. 
2714,DE-RAR,318,28,Feſttag. Jomeiki. Jumag ua- 
2716,DE-RAR,318,28,Hi f 
2719,DE-RAR,318,28,Fett. 
2720,DE-RAR,318,28,Feucht. 
2721,DE-RAR,318,28,feucht. 
2724,DE-RAR,318,28,— 
2727,DE-RAR,318,28,Guele. . Culüameke. 
2728,DE-RAR,318,28,Es iſt 
2731,DE-RAR,318,28,Feuer. 
2734,DE-RAR,318,28,Samiamek& 
2735,DE-RAR,318,28,Sami. 
2738,DE-RAR,318,28,Woͤrterbuch. 
2741,DE-RAR,318,28,Feuer ma⸗ 
2744,DE-RAR,318,28,Nsikt. 
2747,DE-RAR,318,28,euer. 
2748,DE-RAR,318,28,"chen, naipe. tan muß "
2749,DE-RAR,318,28,Feuer ſchlagen. dae 
2750,DE-RAR,318,28,"pos, ſ Gries. "
2752,DE-RAR,318,28,"jeuerſtein. Taugueke, "
2753,DE-RAR,318,28,Faend Tschichpilaea. 
2754,DE-RAR,318,28,eurig. Neirügameke. 
2757,DE-RAR,318,28,"verligt, Sehertag f ‚Gef: | "
2758,DE-RAR,318,28,tag. 5 
2761,DE-RAR,318,28,inden. 
2762,DE-RAR,318,28,52 
2765,DE-RAR,318,28,Natepa 
2766,DE-RAR,318,28,"Makürichtguale, : "
2769,DE-RAR,318,28,"Tichonaba. Finſtere Nacht, "
2772,DE-RAR,318,28,"nox bia, Tucaguo. "
2775,DE-RAR,318,28,fh. Torfehi. Die gar klei⸗ x 
2778,DE-RAR,318,28,"nern Fiſche heißen: Sale, "
2781,DE-RAR,318,28,groͤßere von Karpenart: Sa- 
2782,DE-RAR,318,28,"eat, noch andere tichuchen: . "
2785,DE-RAR,318,28,Totichi tich»pimela: 
2788,DE-RAR,318,28,"ischen. ""N "
2791,DE-RAR,318,28,De Tare humaren bedienen 
2792,DE-RAR,318,28,. verſchie⸗ 
2794,DE-RAR,318,28,Sie tauchen 
2795,DE-RAR,318,28,"er en Stecken, „an "
2796,DE-RAR,318,28,ſſen zeige ein langer Na⸗ 
2798,DE-RAR,318,28,„ in tiefe Tuͤmpel 
2799,DE-RAR,318,28,i m ſtechen ſie 
2802,DE-RAR,318,28,25 ſich zun im 
2803,DE-RAR,318,28,ene Arten. . 
2806,DE-RAR,318,28,inab: ı 
2807,DE-RAR,318,28,"die elſenlocher, und "
2808,DE-RAR,318,28,treiben die Fiſche heraus. 
2809,DE-RAR,318,28,Den gefangenen ziehen ſie 
2810,DE-RAR,318,28,u die Floſſen und den 
2811,DE-RAR,318,28,"Mund eine S Schnur, an de⸗ "
2812,DE-RAR,318,28,ren Ende ein Queerhoͤlzlein 
2813,DE-RAR,318,28,"ace iſt, 8 ſie nicht "
2814,DE-RAR,318,28,urchfahren. Oder fie lei 
2817,DE-RAR,318,28,Ba 
2820,DE-RAR,318,28,"ten das Waſſer ab, damit "
2821,DE-RAR,318,28,in den Tuͤmpel nichts mehere 
2822,DE-RAR,318,28,Please zerreiben an einem 
2825,DE-RAR,318,28,teine nahe bey dem Tuͤm⸗ 
2826,DE-RAR,318,28,pel ein gewiſſes Kraut und 7 
2827,DE-RAR,318,28,ſchwellen es a bis das 
2828,DE-RAR,318,28,Waſſer ganz gruͤn davon iſt. 
2831,DE-RAR,318,28,Da heben ſich die Fiſche aus 
2832,DE-RAR,318,28,"der Tiefe in die Hoͤhe, und "
2835,DE-RAR,318,28,ſchwimmen 1 matt oben 
2836,DE-RAR,318,28,"auf, daß man ſie nur zu⸗ "
2837,DE-RAR,318,28,‚fammentlauben: kann. In 
2840,DE-RAR,318,28,das Ufer geworfen. 
2843,DE-RAR,318,28,"Grund, damit kein "
2844,DE-RAR,318,28,"durchkomme, eine von Rus "
2847,DE-RAR,318,28,kleinen Baͤchen werfen Ki 
2848,DE-RAR,318,28,einen kleinen Stein an einen 
2851,DE-RAR,318,28,"großen, heben ihn auf, und "
2854,DE-RAR,318,28,die kleinen Fiſche unter dem 
2855,DE-RAR,318,28,Steine werden von den 
2856,DE-RAR,318,28,"Schlage betaͤubt, und an "
2857,DE-RAR,318,28,Sie 
2858,DE-RAR,318,28,"treffen es auch gar wohl, "
2859,DE-RAR,318,28,"einen Fiſch, der im Sande "
2862,DE-RAR,318,28,"oder Schlamme ſteckt, mit "
2863,DE-RAR,318,28,freyer Hand heraus zu he⸗ 
2864,DE-RAR,318,28,"inſter. Es wird ſchon fer, "
2867,DE-RAR,318,28,"ben, oder wenn er im Waſ⸗ "
2870,DE-RAR,318,28,"ſer ſchwimmt, und oben die "
2871,DE-RAR,318,28,"offen öffnet, mit einem "
2874,DE-RAR,318,28,a —.— Pfeile durch zu ſchieſ⸗ 
2877,DE-RAR,318,28,"ſen, und einzufangen. Sie "
2878,DE-RAR,318,28,haben noch eine andere Art 
2879,DE-RAR,318,28,leine Fiſche zu fangen. In 
2880,DE-RAR,318,28,dem Bache legen ſie von 
2881,DE-RAR,318,28,beiden Seiten abwaͤrts 
2884,DE-RAR,318,28,"Steine in einem Dreyeck, "
2887,DE-RAR,318,28,womit ſie das Waſſer ſchwel⸗ 
2888,DE-RAR,319,29,"len, damit es einen Zug be⸗ "
2891,DE-RAR,319,29,komme. Am Ende des Orey⸗ 
2894,DE-RAR,319,29,eckes legen ſie bis auf den 
2897,DE-RAR,319,29,"then geflochtene Reuße, die "
2898,DE-RAR,319,29,aber ruͤckwaͤrts erhoben 
2899,DE-RAR,319,29,"werden muß, daß ſie aus "
2902,DE-RAR,319,29,dem Waſſer heraus ſtehe. 
2903,DE-RAR,319,29,"Da nun die Fiſche, weiche "
2906,DE-RAR,319,29,"im Zuge ſind, von der Fluth "
2907,DE-RAR,319,29,"mitgeriſſen werden, werden "
2910,DE-RAR,319,29,Fiſch 
2913,DE-RAR,319,29,ſie in den erhobenen Theil 0 
2916,DE-RAR,319,29,"der Reuße geſchoben, wo ſie "
2919,DE-RAR,319,29,auch liegen bleiben. Es 
2920,DE-RAR,319,29,heißt eine ſolche f 
2921,DE-RAR,319,29,iſchreuße. An 
2923,DE-RAR,319,29,lach Po. ch pérameke. 
2926,DE-RAR,319,29,"Flachs Diefer mangelt, fie "
2929,DE-RAR,319,29,machen aber Zwirn aus ges 
2930,DE-RAR,319,29,"beizter Aloe, den fie Scco "
2931,DE-RAR,319,29,"‚nennen, "
2934,DE-RAR,319,29,Sledermaus. Aan. 
2937,DE-RAR,319,29,Fleiſch. 
2940,DE-RAR,319,29,* 
2943,DE-RAR,319,29,.® 
2946,DE-RAR,319,29,7 
2949,DE-RAR,319,29,der Luft 
2952,DE-RAR,319,29,1 8 
2955,DE-RAR,319,29,"Fleiſch, guaugucke, An "
2956,DE-RAR,319,29,"gedoͤrrtes Fleiſch, "
2959,DE-RAR,319,29,pepuliki. 
2962,DE-RAR,319,29,Fleiſchig. Sspésmeke. 
2965,DE-RAR,319,29,8 
2968,DE-RAR,319,29,— . 
2971,DE-RAR,319,29,liege. Sevoli: item Täbano. 
2972,DE-RAR,319,29,Dieſe letztern ſind eine Gat⸗ 
2973,DE-RAR,319,29,"tung großer Fliegen, welche "
2974,DE-RAR,319,29,im May und Brachmonat 
2975,DE-RAR,319,29,"die Pferde, Maulthiere, "
2976,DE-RAR,319,29,und alles Vieh ſehr plagen. 
2977,DE-RAR,319,29,Man kann um dieſe Zeit 
2978,DE-RAR,319,29,"einen Schimmel, weil er "
2979,DE-RAR,319,29,"ganz blutig iſt, ohne Erbar⸗ "
2980,DE-RAR,319,29,men nicht anſehen. Sie 
2981,DE-RAR,319,29,"ſetzen ſich fo häufig an, daß "
2982,DE-RAR,319,29,das Vieh faſt raſend wird. 
2983,DE-RAR,319,29,Die Pferde und Maulthiere 
2984,DE-RAR,319,29,"laufen dem Gebuͤſche zu, wo "
2987,DE-RAR,319,29,"ſie ſich anreiben, und Ret⸗ "
2990,DE-RAR,319,29,tung ſuchen Mit einem 
2991,DE-RAR,319,29,"Thiere, welches dieſe Pei⸗ "
2994,DE-RAR,319,29,niger noch nicht erfahren 
2997,DE-RAR,319,29,"hat, um dieſe Zeit in jenem "
3000,DE-RAR,319,29,"Gebirge reiſen, iſt gefaͤhrlich, "
3003,DE-RAR,319,29,denn wenn nur ein einziger 
3006,DE-RAR,319,29,"Tabano einen Biß anbringt, "
3009,DE-RAR,319,29,5 fo fängt das Thier an ger 
3012,DE-RAR,319,29,waltig auszureißen daß man 
3013,DE-RAR,319,29,ganz leicht den Hals bre⸗ 
3014,DE-RAR,319,29,Denn jenes 
3017,DE-RAR,319,29,chen kann. 
3020,DE-RAR,319,29,"Gebirg iſt fo rauh, ſteil "
3023,DE-RAR,319,29,"und hoch, daß wenn man "
3024,DE-RAR,319,29,"hineinreiſet, man "
3027,DE-RAR,319,29,zuerſt ö f 
3028,DE-RAR,319,29,"glaubet, es fen nicht moͤg⸗ "
3029,DE-RAR,319,29,lich durchzukommen. 
3032,DE-RAR,319,29,"weißen Felſenſtuͤcken, die "
3033,DE-RAR,319,29,man ringsherum reitend 
3034,DE-RAR,319,29,"überfteigen muß, find fo "
3037,DE-RAR,319,29,"hoch, daß, wenn fünf Per⸗ "
3038,DE-RAR,319,29,"onen hintereinander reiten, "
3041,DE-RAR,319,29,die letzte den Huf von dem 
3042,DE-RAR,319,29,"erſten Pferde fieht, ſ. da: "
3043,DE-RAR,319,29,von mehreres im Gebirge. 
3046,DE-RAR,319,29,Die 
3047,DE-RAR,319,29,"Berge, meiſtentheils von "
3050,DE-RAR,319,29,Teutſch; Tarahumariſches 
3053,DE-RAR,319,29,"Fleiſch, Sapaca. Gebratenes Fliegen, Nini. "
3056,DE-RAR,319,29,Flieger 
3057,DE-RAR,319,29,"Niniameke. .,- 8 gend "
3058,DE-RAR,319,29,Fluͤchten. Hum. 
3059,DE-RAR,319,29,"Fluͤchtig, Fluͤchtling. Humea- "
3061,DE-RAR,319,29,mekeęe. Amann N 
3062,DE-RAR,319,29,"Fluͤßig. Maniameke, 4 "
3063,DE-RAR,319,29,Fluß. baugui. Jenſeit des 
3064,DE-RAR,319,29,"Flußes, pauguß. "
3065,DE-RAR,319,29,Folgen. Nahdta. 
3066,DE-RAR,319,29,Fordern. Tani. i 4 
3067,DE-RAR,319,29,Forelle. Es ift dort eine Gat⸗ 
3070,DE-RAR,319,29,1 
3073,DE-RAR,319,29,"tung davon, welche Säutli "
3074,DE-RAR,319,29,heißt. 1 8 
3075,DE-RAR,319,29,Fortgehen. Simm. 
3076,DE-RAR,319,29,Fortſchreiten. HGje. 
3077,DE-RAR,319,29,Fortteagen Elder au aka. 
3078,DE-RAR,319,29,"Fragen. Näruje, Sie haben "
3081,DE-RAR,319,29,ihre Fragewoͤrter ha und 
3082,DE-RAR,319,29,"tl. Das ba iſt ein Wort, "
3083,DE-RAR,319,29,"mit welchem man den, den "
3084,DE-RAR,319,29,"""man fragen will, aufmerk⸗ "
3085,DE-RAR,319,29,ſam machet. Wenn der 
3086,DE-RAR,319,29,Tarahumar die Frage nicht 
3087,DE-RAR,319,29,"wohl verſtanden hat, ſagt "
3088,DE-RAR,319,29,er auch: ha? Ha wird jeder 
3089,DE-RAR,319,29,"Frage vorgeſetzt, und ala "
3090,DE-RAR,319,29,mit Verluſt der letzten Sylbe 
3091,DE-RAR,319,29,des letzten Wortes am Ende 
3092,DE-RAR,319,29,‚angehängt „ z. B. ha mü 
3093,DE-RAR,319,29,jola fa? haft du es gethan? 
3094,DE-RAR,319,29,jola hat in der vergangenen 
3095,DE-RAR,319,29,Zeit joläca: die letzte Sylbe 
3096,DE-RAR,319,29,ca wird alſo wegen des anz 
3097,DE-RAR,319,29,zuhaͤngenden Woͤrtchens tle 
3098,DE-RAR,319,29,"weggelaſſen. Frage, ob es "
3099,DE-RAR,319,29,"Peter gethan habe, näruje "
3100,DE-RAR,319,29,ba oder häli Pedro jolatsa. 
3101,DE-RAR,319,29,"Wenn die Frage miti Ernſt, "
3102,DE-RAR,319,29,und glelchſam drohend ge: 
3103,DE-RAR,319,29,"ſchieht, muß die Rede ſo "
3104,DE-RAR,319,29,ausfallen: jolacſamü? haſt 
3105,DE-RAR,319,29,es gethan? RR 
3106,DE-RAR,319,29,Fremd. Senüla. ' 
3107,DE-RAR,319,29,Freſſen. Coa. | 
3108,DE-RAR,319,29,Freund 
3111,DE-RAR,319,29,DM Woͤrterbuch. 10 
3114,DE-RAR,319,29,Fütterung. Nutag ala. 
3115,DE-RAR,319,29,"We eien, "
3116,DE-RAR,319,29,Tehe. 
3119,DE-RAR,319,29,freund. Tebima. 
3120,DE-RAR,319,29,"venlih, ſ. Ja. "
3121,DE-RAR,319,29,frieren. Es friert. a 
3122,DE-RAR,319,29,Die groͤſte Gefrierung in 
3123,DE-RAR,319,29,e iſt: wenn es 
3124,DE-RAR,319,29,an den Raͤndern der Fluͤſſe 
3125,DE-RAR,319,29,eines Meſſer⸗Ruͤcken dickes 
3126,DE-RAR,319,29,"Eis macht, welches aber "
3127,DE-RAR,319,29,bald nach aufgegangener 
3128,DE-RAR,319,29,Sonne wieder ſchmilzt. — 
3129,DE-RAR,319,29,Es iſt gefroren. Teiuleke. 
3130,DE-RAR,319,29,"Friſch, das Aufmunterungs⸗ "
3131,DE-RAR,319,29,"wort, bia, in der vielfachen "
3132,DE-RAR,319,29,"San Dan... , "
3133,DE-RAR,319,29,geofh. Tomoco 
3134,DE-RAR,319,29,"Froſtig. Thülameke, "
3135,DE-RAR,319,29,Frucht. Khutagäla. 
3136,DE-RAR,319,29,"Früh, Bea, bealiki, oder "
3137,DE-RAR,319,29,"tatld tajenalago, das heißt: "
3138,DE-RAR,319,29,es hat noch nicht getaget. 
3139,DE-RAR,319,29,zuchs. Paflätſebi. 
3140,DE-RAR,319,29,uͤllen. Putscha. 
3141,DE-RAR,319,29,Fuͤnfter. Malieje. 
3144,DE-RAR,319,29,Fuͤnfßehn. dlacoek | ämoba 
3147,DE-RAR,319,29,malik.“ 
3150,DE-RAR,319,29,"Fuͤr. Raje, täje, guitaje, co- "
3153,DE-RAR,319,29,laguitaje. z. B. für mich 
3156,DE-RAR,319,29,"wirſt du das thun, nehéegui- "
3159,DE-RAR,319,29,"taje ichéè mü jolafa. Kür, "
3162,DE-RAR,319,29,"oder anſtatt, dieſes wirft "
3163,DE-RAR,319,29,"du machen, icheraje mü jo- "
3166,DE-RAR,319,29,e | 
3167,DE-RAR,319,29,Furcht. Mahaguikl. Furcht 
3168,DE-RAR,319,29,"einjagen, mahäruje "
3169,DE-RAR,319,29,uͤrchten. Mahagun 
3170,DE-RAR,319,29,Furchtſam. Mahajameke. 
3171,DE-RAR,319,29,uͤrwahr. Gueva. 
3174,DE-RAR,319,29,"chen die Tarahumaren, "
3175,DE-RAR,319,29,wollen. 
3178,DE-RAR,319,29,Fuß. Talaı 
3179,DE-RAR,319,29,Worte koͤmmt der Name 
3182,DE-RAR,319,29,"Talahumali, oder Tarahü- "
3183,DE-RAR,319,29,Maulthiertreibern begegnet 
3184,DE-RAR,319,29,"iſt, welche aus der Haupt⸗ "
3187,DE-RAR,319,29,". mari her, f. Spiel. "
3188,DE-RAR,319,29,"jußfteig. Poveke,  * “ "
3191,DE-RAR,319,29,Gebirg. 
3194,DE-RAR,319,29,So ſpre- | 
3196,DE-RAR,319,29,De in einem ungeheuren Abs 
3198,DE-RAR,319,29,wann fie etwas betheuren «X 
3199,DE-RAR,319,29,IR 
3202,DE-RAR,319,29,Tala. Von dieſem 
3205,DE-RAR,319,29,319 
3208,DE-RAR,319,29,Nutütuje. Guelé⸗ 
3209,DE-RAR,319,29,ruje. e RE ü 
3210,DE-RAR,319,29,a G. 
3213,DE-RAR,319,29,or 
3216,DE-RAR,319,29,"Gaffen. Reteguä, "
3219,DE-RAR,319,29,"Gaͤhe, gaͤhlings, Belago, "
3220,DE-RAR,319,29,"Gallſuͤchtig. Ajonameke, "
3221,DE-RAR,319,29,"Gans, eine wilde. Rsch. "
3222,DE-RAR,319,29,Ganz. Jumärügameke _ 
3223,DE-RAR,319,29,"Garn. Socc, f. Flachs. "
3224,DE-RAR,319,29,Gaul. Cäu- 
3227,DE-RAR,319,29,Gebaͤhren. Rana oder tanas 
3230,DE-RAR,319,29,Gebaͤhrerin. Joje. 
3233,DE-RAR,319,29,Gebein. ‚Hotlchila. 
3236,DE-RAR,319,29,"'rügameke, 5 "
3237,DE-RAR,319,29,Gebieten. Nula. a 
3239,DE-RAR,319,29,R:guiguiki. Das 
3240,DE-RAR,319,29,Gebirg in Tarahumara iſt 
3241,DE-RAR,319,29,"hoch, ſteil und faſt graͤßlich, "
3244,DE-RAR,319,29,€ 0. and Aufferft ſchwer zu bes 
3245,DE-RAR,319,29,"uͤnf, Mali, maliki. 10 a ) "
3246,DE-RAR,320,30,| tretene Stuffen 
3249,DE-RAR,320,30,ſteigen. Man trifft aͤusge⸗ 
3250,DE-RAR,320,30,"an, auf "
3251,DE-RAR,320,30,welche die Pferde und Maul⸗ 
3252,DE-RAR,320,30,thiere einen Sprung auf⸗ 
3253,DE-RAR,320,30,waͤrts machen muͤſſen. Oft 
3256,DE-RAR,320,30,ſchmalen Felſenruͤcken an 
3257,DE-RAR,320,30,einem tiefen Abgrunde; oft 
3258,DE-RAR,320,30,muß man auf einem der 
3259,DE-RAR,320,30,"Laͤnge nach geſtreckten, und "
3260,DE-RAR,320,30,an einem Felſen oder Baum 
3261,DE-RAR,320,30,angeſtuͤtzten Balken feine 
3264,DE-RAR,320,30,"elſe fortfegen, nicht ohne "
3267,DE-RAR,320,30,"Furcht, daß nicht der Bal⸗ "
3268,DE-RAR,320,30,"ken hinabrolle, und den "
3269,DE-RAR,320,30,Reuter ſammt dem Thiere 
3272,DE-RAR,320,30,grund ſchleudere. Um einen 
3274,DE-RAR,320,30,Begriff von jenem Gebirge 
3275,DE-RAR,320,30,und deſſen gefährlichen Wer 
3276,DE-RAR,320,30,"gen zu machen, will ich nur "
3277,DE-RAR,320,30,"in Kuͤrze ſagen, was den "
3280,DE-RAR,320,30,| ſtabt 
3283,DE-RAR,320,30,ſieht man ſich auf einem 
3286,DE-RAR,320,30,320 
3289,DE-RAR,320,30,ſtadt Mexico den nothwen⸗ 
3292,DE-RAR,320,30,digen jährlichen Vorrath 
3293,DE-RAR,320,30,für die Kirche und Haus 
3294,DE-RAR,320,30,bedürfniffe zu uns Miſſiona⸗ 
3295,DE-RAR,320,30,"rien uͤberbrachten, ob fie "
3296,DE-RAR,320,30,gleich nicht alle Miſſionen 
3297,DE-RAR,320,30,"beſuchet, ſondern nur einen "
3300,DE-RAR,320,30,geraden Durchweg gemacht 
3303,DE-RAR,320,30,haben. Sie trieben wohl 
3304,DE-RAR,320,30,mehrere hundert beladene 
3305,DE-RAR,320,30,"Maulthiere, und nachdem "
3306,DE-RAR,320,30,"ſie jene gefaͤhrlichen Paͤſſe, "
3307,DE-RAR,320,30,wo ein Thier nach den an⸗ 
3308,DE-RAR,320,30,"deren fortſchreiten muſte, "
3309,DE-RAR,320,30,"zuruͤckgelegt hatten, und in "
3310,DE-RAR,320,30,ein Thal herabgekommen 
3311,DE-RAR,320,30,"waren, konnten ſie erſt als⸗ "
3312,DE-RAR,320,30,"dann wahrnehmen, wie viel "
3313,DE-RAR,320,30,ſich geſtuͤrzet und verloren 
3314,DE-RAR,320,30,hatten. N BT 
3315,DE-RAR,320,30,"Gebluͤt. Elaca, f. Blut. \ "
3316,DE-RAR,320,30,Gebot. 
3317,DE-RAR,320,30,Gebote. Macoeke nulalila. 
3318,DE-RAR,320,30,"Gebraten. ‚Guauguerügameke, "
3319,DE-RAR,320,30,Gedenken. Majé. N 
3320,DE-RAR,320,30,Gedeylich. Ogus. 1 
3321,DE-RAR,320,30,"Gegenwart, z. B. in meiner "
3322,DE-RAR,320,30,"Gegenwart, ne batani. "
3323,DE-RAR,320,30,"Gehen. Simi. Hoje, . Er "
3324,DE-RAR,320,30,"geht ſchon,  fimiba. Alſo "
3325,DE-RAR,320,30,ſagen auch die Tarahuma⸗ 
3326,DE-RAR,320,30,"ren, wenn der Kranke in "
3327,DE-RAR,320,30,die Zuͤgen greifet. So geh 
3328,DE-RAR,320,30,"doch, fimigo. Go oder co "
3329,DE-RAR,320,30,"ift eine Anhangsſylbe, welche "
3330,DE-RAR,320,30,die Bedeutung des Wortes 
3331,DE-RAR,320,30,dringender und nachdruͤck⸗ 
3332,DE-RAR,320,30,"licher machet, als: jolägo, "
3333,DE-RAR,320,30,"mache doch: hipeco, jetzt "
3334,DE-RAR,320,30,"gleich. — Es geht ab, rGco. "
3335,DE-RAR,320,30,Gehoͤr. Nachcäla. 
3336,DE-RAR,320,30,Gehoͤrlos. Necheatule. 
3337,DE-RAR,320,30,Geige. Raveéli. Die tarahu⸗ 
3338,DE-RAR,320,30,mariſche Geige iſt von ge⸗ 
3339,DE-RAR,320,30,"hobelten Bretchen gemacht, "
3340,DE-RAR,320,30,"mit Pech geleimt, und auͤch "
3343,DE-RAR,320,30,1 8 
3344,DE-RAR,320,30,* 
3347,DE-RAR,320,30,Deutſch⸗Tarahumariſches 
3350,DE-RAR,320,30,Nulälila. Die zehn „ 
3353,DE-RAR,320,30,y 
